Employee ID,Training Session ID,Training Completion Date,Certification Achieved
1285,3058,2022-07-10,True
1285,2622,2022-11-27,True
1285,2134,2023-03-22,True
1285,2934,2024-04-07,True
1285,1262,2024-07-19,True
1286,3334,2018-11-25,True
1286,2074,2019-05-25,True
1286,4659,2020-07-28,False
1286,2962,2020-02-28,True
1286,2973,2020-11-13,True
1286,1486,2021-10-14,True
1286,2170,2022-12-23,True
1286,3225,2023-07-18,True
1286,4366,2023-11-12,True
1286,375,2024-05-14,True
1286,2399,2024-06-01,True
1286,1284,2024-06-22,True
1287,1868,2022-07-29,True
1287,3657,2023-10-23,False
1287,497,2023-07-22,True
1287,2235,2024-04-18,True
1287,861,2024-02-18,True
1287,217,2024-01-06,True
1288,3437,2019-12-29,True
1288,2165,2020-01-23,False
1288,557,2021-01-10,True
1288,3037,2022-08-09,True
1288,441,2023-11-28,True
1288,4910,2023-03-11,True
1288,276,2024-09-06,True
1288,621,2024-08-08,True
1289,4718,2019-11-27,True
1289,188,2019-09-07,True
1289,4295,2020-08-11,True
1289,4017,2021-06-13,True
1289,3899,2022-03-08,True
1289,1903,2022-12-08,True
1289,738,2023-02-18,True
1289,517,2023-12-07,True
1289,3049,2024-08-29,True
1289,4609,2024-08-01,True
1290,3116,2020-06-03,True
1290,766,2020-08-01,True
1290,367,2021-09-23,True
1290,2521,2021-03-29,True
1290,759,2022-12-08,True
1290,2548,2022-04-20,True
1290,249,2022-03-04,True
1290,1080,2023-08-14,True
1290,2635,2023-12-01,True
1290,3248,2023-10-25,True
1290,3333,2024-07-02,True
1291,4912,2020-07-27,True
1291,3532,2021-11-29,True
1291,2553,2021-07-19,True
1291,454,2022-10-25,True
1291,3763,2022-11-22,False
1291,173,2022-10-21,True
1291,3427,2023-04-29,True
1291,4533,2023-06-27,False
1291,4994,2023-07-17,True
1291,2089,2024-03-14,True
1292,88,2021-12-09,False
1292,2476,2021-12-14,True
1292,57,2021-09-15,True
1292,1724,2022-05-07,False
1292,2272,2023-09-08,True
1292,3818,2023-04-12,True
1292,3007,2023-12-29,False
1292,393,2024-01-11,True
1292,4837,2024-03-13,True
1293,2358,2019-03-04,False
1293,1772,2020-06-01,False
1293,1316,2020-09-27,False
1293,2425,2020-09-07,False
1293,2534,2021-10-03,False
1293,1526,2022-06-01,True
1293,2702,2022-06-28,False
1294,2386,2022-08-12,True
1294,721,2023-05-04,True
1294,4763,2023-08-19,True
1294,3366,2024-07-14,False
1294,281,2024-03-16,True
1294,1859,2024-03-03,True
1295,1458,2022-11-22,True
1295,4103,2022-11-28,True
1295,809,2022-09-01,True
1295,1823,2023-03-16,True
1295,2580,2024-02-21,True
1298,397,2019-12-14,True
1298,3837,2020-07-22,True
1298,3038,2021-02-03,False
1298,874,2021-07-26,True
1298,1311,2021-05-05,True
1298,1281,2022-01-09,True
1298,411,2023-09-07,True
1298,3583,2023-05-19,True
1298,1250,2023-04-20,True
1298,56,2024-06-16,True
1298,1206,2024-06-06,False
1299,4297,2020-11-03,True
1299,1368,2021-07-23,True
1299,4982,2022-03-22,False
1299,4032,2022-12-17,True
1299,4510,2022-07-30,True
1299,4232,2023-05-05,True
1299,3852,2023-01-21,True
1299,4664,2023-02-10,True
1299,3884,2024-08-25,True
1299,3416,2024-02-25,True
1300,1168,2020-08-10,True
1300,4926,2021-01-29,True
1300,794,2021-11-08,True
1300,650,2022-05-09,True
1300,4739,2023-07-19,True
1300,2719,2023-05-10,True
1300,1732,2024-09-03,True
1301,619,2021-06-08,True
1301,3334,2021-05-11,True
1301,4684,2021-06-23,False
1301,3439,2022-11-27,True
1301,4407,2023-01-25,True
1301,1184,2023-06-27,True
1301,3308,2024-08-19,True
1301,1658,2024-03-14,True
1301,2692,2024-01-09,True
1303,1895,2019-09-30,False
1303,2320,2019-07-07,True
1303,2151,2020-02-06,True
1303,2069,2020-04-14,False
1303,4426,2021-10-10,True
1303,1335,2021-10-08,False
1303,1610,2021-07-09,True
1303,3828,2022-05-28,True
1303,1751,2023-07-18,False
1303,316,2023-07-04,False
1303,4415,2024-01-20,True
1303,4869,2024-09-09,True
1303,789,2024-08-06,True
1304,336,2018-08-30,True
1304,2751,2018-06-26,True
1304,3787,2019-03-31,True
1304,3934,2020-05-18,True
1304,3419,2020-10-29,True
1304,90,2021-04-28,True
1304,119,2021-12-01,True
1304,3029,2022-12-08,True
1304,3008,2023-04-15,True
1304,3745,2023-12-03,True
1304,222,2024-07-11,True
1304,3694,2024-04-05,True
1305,4444,2018-12-09,True
1305,1132,2018-12-25,True
1305,546,2018-12-22,True
1305,1597,2019-06-16,True
1305,2702,2019-04-28,True
1305,1563,2020-02-01,True
1305,2542,2020-12-22,True
1305,3064,2021-09-11,True
1305,4145,2021-05-15,True
1305,636,2021-06-06,True
1305,1857,2022-07-26,True
1305,3640,2022-12-02,True
1305,4914,2022-10-13,True
1305,756,2023-01-05,True
1305,2928,2023-08-20,True
1305,1518,2023-06-05,True
1305,2370,2024-04-05,True
1305,3537,2024-09-16,True
1306,3868,2019-06-15,True
1306,1588,2019-07-04,False
1306,567,2020-07-13,True
1306,2358,2021-03-13,True
1306,2377,2021-04-19,True
1306,4210,2021-02-17,True
1306,1754,2022-03-02,False
1306,2219,2022-10-13,True
1306,1567,2023-06-30,True
1306,2598,2024-02-15,True
1307,2104,2022-10-30,True
1307,4699,2022-10-19,True
1307,655,2023-03-20,True
1307,3092,2023-09-30,True
1307,2170,2024-01-11,True
1308,4527,2018-11-23,True
1308,976,2018-11-24,True
1308,2297,2019-03-08,True
1308,326,2020-12-17,False
1308,4487,2021-05-20,True
1308,3988,2022-03-03,True
1308,711,2022-06-05,True
1308,490,2022-02-14,False
1308,1451,2023-01-09,True
1308,2277,2024-09-17,True
1308,3235,2024-09-17,True
1309,816,2019-06-26,True
1309,2032,2019-07-04,True
1309,3202,2020-01-31,False
1309,3147,2021-02-06,True
1309,3333,2021-03-03,True
1309,2211,2021-10-25,True
1309,35,2022-04-12,False
1309,4106,2022-04-13,True
1309,745,2023-09-06,True
1309,1142,2023-12-24,True
1309,4295,2024-04-10,False
1309,4156,2024-01-30,True
1309,1126,2024-07-20,True
1310,4780,2022-04-28,False
1310,819,2023-12-09,True
1310,2530,2023-01-29,True
1310,3763,2024-08-09,True
1310,4767,2024-05-10,True
1313,3729,2019-05-20,True
1313,2761,2020-06-08,True
1313,3758,2020-03-23,True
1313,1704,2021-04-07,True
1313,1943,2021-08-15,True
1313,861,2021-01-18,True
1313,1063,2022-02-25,True
1313,149,2022-11-17,False
1313,3041,2023-08-26,True
1313,1858,2023-10-30,True
1313,2789,2024-05-20,True
1313,3985,2024-06-27,True
1313,415,2024-04-06,True
1314,731,2018-12-29,True
1314,2146,2019-04-21,True
1314,391,2019-05-30,False
1314,1051,2020-10-03,True
1314,1141,2020-10-20,True
1314,4017,2021-06-26,True
1314,3755,2022-08-10,True
1314,1597,2022-08-14,False
1314,3242,2023-06-25,True
1314,1000,2023-10-11,True
1314,100,2024-04-06,True
1314,2510,2024-04-12,True
1314,2068,2024-04-11,True
1315,464,2018-10-30,True
1315,4707,2018-12-24,False
1315,3134,2018-08-04,False
1315,1414,2019-04-12,False
1315,2866,2020-09-02,True
1315,1475,2021-01-14,False
1315,2064,2021-05-07,False
1315,3699,2021-10-14,False
1315,2305,2022-01-19,False
1315,3635,2023-03-12,False
1316,3702,2021-11-06,True
1316,4976,2021-06-03,True
1316,2091,2022-04-19,True
1316,270,2022-07-22,True
1316,1511,2023-12-24,True
1316,1380,2023-12-10,True
1316,1320,2024-03-02,False
1316,2031,2024-06-04,True
1316,2167,2024-09-28,True
1317,1331,2019-12-26,True
1317,3481,2020-10-30,True
1317,26,2020-03-27,True
1317,696,2021-01-01,True
1317,1221,2021-06-26,True
1317,1623,2021-06-28,True
1317,2522,2022-03-27,True
1317,4915,2022-02-16,True
1317,3109,2023-12-18,True
1317,210,2023-01-30,True
1317,3484,2023-07-27,True
1317,142,2024-07-20,True
1318,4325,2021-12-23,True
1318,809,2021-12-17,True
1318,3995,2021-12-11,True
1318,75,2022-08-10,True
1318,2448,2022-05-02,True
1318,1928,2022-12-03,True
1318,4261,2023-03-12,True
1318,770,2023-05-17,True
1318,4262,2024-02-15,False
1318,471,2024-06-26,True
1319,4604,2018-11-04,False
1319,3301,2019-02-11,False
1319,4565,2019-01-23,True
1319,1407,2020-06-12,True
1319,2676,2020-07-26,False
1319,3436,2020-08-26,True
1319,3343,2021-12-06,True
1319,3026,2021-05-09,True
1319,108,2021-04-25,True
1319,4928,2022-02-08,True
1319,2716,2022-11-28,True
1319,1329,2023-01-28,True
1319,349,2024-05-12,True
1319,227,2024-09-20,True
1320,4153,2018-07-20,True
1320,4911,2018-11-04,True
1320,1866,2018-11-12,True
1320,137,2019-12-27,True
1320,976,2020-12-25,True
1320,1457,2020-10-07,True
1320,3135,2020-08-17,True
1320,41,2021-01-29,True
1320,2706,2021-02-17,True
1320,833,2022-01-03,True
1320,4896,2022-10-01,True
1320,4783,2022-02-05,True
1320,4231,2023-06-24,True
1320,3093,2023-11-30,True
1320,3879,2024-06-01,True
1320,1476,2024-02-28,False
1320,134,2024-05-07,False
1322,419,2019-04-06,True
1322,3641,2019-10-30,True
1322,298,2019-04-24,True
1322,4099,2020-02-25,True
1322,2384,2021-08-16,True
1322,4273,2021-07-26,True
1322,4783,2022-06-25,True
1322,3844,2023-04-13,True
1322,1361,2024-08-27,True
1322,2720,2024-04-06,True
1322,1190,2024-05-27,True
1323,1688,2022-11-21,True
1323,4165,2022-11-03,True
1323,3132,2022-09-17,True
1323,3339,2023-08-15,False
1323,4392,2023-03-08,True
1323,3724,2023-10-04,True
1323,1099,2024-01-17,False
1324,156,2022-10-01,True
1324,2084,2023-02-11,True
1324,3438,2023-11-20,True
1324,158,2023-09-19,True
1324,752,2024-07-10,False
1325,1964,2019-12-18,True
1325,3694,2019-04-09,True
1325,3549,2020-01-11,True
1325,2613,2020-08-19,True
1325,1018,2020-11-24,True
1325,4832,2021-06-29,False
1325,4997,2021-06-29,False
1325,3405,2021-07-03,False
1325,3145,2022-03-31,True
1325,3859,2022-05-23,True
1325,2443,2023-03-25,True
1325,884,2024-04-27,True
1326,1791,2021-12-29,True
1326,312,2021-12-17,False
1326,3597,2021-11-04,True
1326,1949,2022-01-07,True
1326,931,2023-07-04,True
1326,2618,2024-03-20,True
1327,1867,2018-11-27,False
1327,1696,2018-12-29,True
1327,2999,2019-01-08,True
1327,4168,2019-08-03,True
1327,1676,2019-11-19,True
1327,4065,2020-07-09,True
1327,3519,2021-08-02,True
1327,3905,2021-11-24,True
1327,1398,2022-01-15,True
1327,1336,2023-04-22,True
1327,3794,2023-05-08,True
1327,1196,2024-01-28,False
1327,2605,2024-09-01,True
1328,346,2021-06-20,True
1328,1278,2021-10-02,True
1328,4737,2022-12-15,True
1328,1690,2022-10-11,True
1328,3084,2023-04-06,True
1328,4393,2024-01-24,True
1329,3725,2021-09-30,False
1329,349,2021-03-31,True
1329,276,2022-12-06,True
1329,1480,2022-12-21,True
1329,2769,2022-05-15,True
1329,4829,2023-07-09,True
1329,4148,2023-09-13,True
1329,2652,2023-08-26,True
1329,2846,2024-07-26,True
1330,126,2022-11-08,True
1330,4710,2022-11-28,True
1330,1564,2023-03-11,False
1330,2829,2023-12-16,True
1330,2527,2023-07-06,True
1330,393,2024-02-19,True
1332,4382,2022-12-24,True
1332,1557,2023-01-29,True
1332,761,2023-05-20,True
1332,3461,2023-01-23,True
1332,771,2024-02-10,True
1332,942,2024-09-21,True
1333,3991,2019-11-15,True
1333,3750,2020-10-06,True
1333,4866,2021-07-16,False
1333,3884,2022-06-10,True
1333,170,2022-11-16,True
1333,4034,2023-04-17,False
1333,2903,2023-08-13,True
1333,2066,2024-03-26,True
1333,4725,2024-03-03,True
1334,4974,2021-07-05,True
1334,1100,2021-01-27,True
1334,758,2022-07-09,True
1334,4935,2022-07-14,True
1334,4574,2022-01-28,True
1334,4486,2023-10-01,True
1334,4012,2023-05-15,True
1334,1566,2023-02-09,True
1334,691,2024-05-03,True
1334,2758,2024-07-14,True
1335,1825,2020-12-26,True
1335,1678,2020-06-24,True
1335,1193,2020-11-13,True
1335,1595,2021-05-01,True
1335,3034,2021-05-11,False
1335,3120,2022-10-16,True
1335,4991,2023-12-10,True
1335,1233,2023-10-20,False
1335,4456,2023-02-04,True
1335,2124,2024-01-30,True
1335,3921,2024-05-16,True
1336,2749,2019-08-16,True
1336,1806,2020-02-16,True
1336,1305,2020-06-11,True
1336,4786,2021-04-27,True
1336,2644,2022-11-23,True
1336,4783,2022-04-08,True
1336,2776,2022-06-06,True
1336,3835,2023-12-17,True
1336,2328,2023-08-04,True
1336,1543,2023-01-11,True
1336,1392,2024-02-04,True
1336,4953,2024-07-15,False
1337,4427,2018-12-29,False
1337,4443,2018-12-23,True
1337,1855,2019-02-23,True
1337,815,2019-11-27,True
1337,917,2020-09-10,False
1337,1825,2020-05-03,True
1337,1363,2020-12-03,False
1337,117,2021-08-11,True
1337,1912,2022-10-01,False
1337,1621,2022-09-22,True
1337,938,2023-08-10,True
1337,1076,2023-01-19,True
1337,2853,2023-08-18,True
1337,4820,2024-04-13,True
1338,475,2018-12-21,True
1338,1491,2019-03-18,True
1338,1674,2019-11-21,True
1338,4343,2019-11-07,False
1338,530,2020-11-09,True
1338,2042,2021-08-21,True
1338,1764,2021-03-13,True
1338,2755,2021-05-07,True
1338,900,2022-11-14,True
1338,3784,2022-08-08,False
1338,1671,2023-01-28,True
1338,3486,2023-04-25,True
1338,982,2024-03-09,False
1338,2414,2024-01-29,True
1338,313,2024-09-18,True
1339,3857,2021-06-11,True
1339,998,2021-05-29,True
1339,3168,2021-08-20,True
1339,3411,2022-12-16,True
1339,8,2023-07-11,False
1339,2899,2023-06-18,False
1339,2853,2023-04-09,True
1339,2089,2024-05-12,False
1339,4510,2024-04-30,True
1339,871,2024-02-05,False
1340,644,2018-04-26,True
1340,4580,2018-12-30,False
1340,4543,2019-03-27,True
1340,1905,2019-02-14,False
1340,4154,2020-03-03,False
1340,4755,2020-06-29,False
1340,3999,2020-06-20,False
1340,1675,2021-01-07,False
1340,3159,2021-01-02,True
1340,2846,2021-01-12,False
1341,985,2019-12-12,True
1341,40,2019-11-01,True
1341,4670,2020-02-12,True
1341,661,2020-07-15,True
1341,3482,2020-07-25,True
1341,1024,2021-02-12,True
1341,2241,2022-07-10,False
1341,3899,2023-05-26,True
1341,167,2023-12-07,True
1341,1430,2023-05-18,True
1341,3760,2024-05-05,True
1341,2629,2024-01-29,True
1342,2286,2020-12-20,True
1342,956,2021-11-02,True
1342,1839,2021-09-22,True
1342,2909,2022-11-20,False
1342,935,2022-10-13,True
1342,4529,2022-10-27,True
1342,4108,2023-11-27,True
1342,364,2023-01-27,False
1342,425,2024-04-10,True
1343,981,2020-01-05,True
1343,3775,2021-03-16,True
1343,87,2021-03-04,True
1343,1424,2022-01-07,True
1343,2543,2022-01-02,True
1343,2634,2022-01-04,False
1344,353,2021-11-08,True
1344,153,2021-10-19,True
1344,2278,2021-09-28,True
1344,1395,2022-02-04,True
1344,1230,2023-02-14,True
1344,1102,2024-06-10,True
1344,1812,2024-01-13,False
1345,2659,2022-11-30,True
1345,1817,2022-12-15,False
1345,4949,2022-12-18,True
1345,3567,2023-09-25,True
1345,3079,2023-01-02,True
1345,2623,2023-04-16,True
1345,2951,2024-01-28,True
1345,344,2024-07-19,True
1345,4334,2024-03-16,True
1346,3349,2018-08-03,True
1346,772,2019-03-28,True
1346,2626,2020-07-26,True
1346,1990,2020-01-04,True
1346,3888,2021-12-28,True
1346,2597,2021-01-26,True
1346,2929,2021-09-15,True
1346,365,2022-03-01,True
1346,3576,2023-07-12,True
1346,2461,2023-05-24,True
1346,4282,2023-01-18,True
1346,4173,2024-05-23,True
1346,4754,2024-03-22,True
1346,4392,2024-05-21,True
1347,677,2022-12-16,True
1347,676,2022-09-16,True
1347,3214,2023-05-28,False
1347,2520,2023-05-31,True
1347,4715,2023-11-24,True
1347,4421,2024-02-14,True
1347,3351,2024-03-01,True
1347,2454,2024-06-30,True
1348,2959,2021-10-13,False
1348,2725,2021-12-11,True
1348,3319,2022-09-09,False
1348,3282,2023-05-24,True
1348,2981,2023-01-07,True
1348,223,2023-02-05,False
1348,2300,2024-02-03,True
1349,4149,2021-03-15,True
1349,3505,2022-07-12,False
1349,971,2022-11-14,False
1349,3835,2022-05-04,True
1349,1646,2023-06-09,False
1349,857,2024-08-09,True
1349,214,2024-05-09,True
1350,1737,2022-02-26,True
1350,1113,2022-08-25,False
1350,3221,2022-07-17,True
1350,3770,2023-09-21,True
1350,2129,2023-06-23,True
1350,3281,2024-07-24,True
1351,3864,2020-10-06,True
1351,2976,2020-10-22,False
1351,2857,2020-11-22,True
1351,2807,2021-06-26,True
1351,444,2021-06-04,True
1351,2709,2022-07-16,True
1351,4432,2022-08-11,True
1351,1126,2023-06-29,True
1351,2111,2023-04-15,True
1351,4923,2023-04-03,True
1351,3904,2024-05-11,True
1351,3636,2024-08-06,True
1352,1705,2020-09-20,True
1352,3012,2021-07-04,True
1352,4483,2022-11-22,True
1352,4269,2023-08-28,True
1352,1313,2023-12-16,True
1352,732,2023-09-03,False
1352,2103,2024-06-21,False
1352,380,2024-02-27,True
1353,3059,2019-06-20,True
1353,1850,2020-04-26,True
1353,859,2020-04-28,True
1353,808,2020-02-04,True
1354,582,2019-12-30,True
1354,3489,2019-12-30,True
1354,2431,2020-01-29,False
1354,3861,2021-10-09,True
1354,2463,2021-12-18,True
1354,2517,2022-05-10,True
1354,1680,2023-10-01,True
1354,1953,2023-02-28,True
1354,2089,2023-11-09,False
1354,4931,2024-05-16,True
1355,4007,2020-10-07,True
1355,349,2020-06-02,True
1355,3830,2020-09-15,True
1355,3801,2021-05-07,False
1355,845,2022-05-29,True
1355,891,2023-04-25,True
1355,1655,2024-08-06,True
1355,4944,2024-09-22,True
1355,2275,2024-06-24,True
1356,3955,2018-10-28,True
1356,888,2019-04-15,True
1356,3465,2020-12-23,True
1356,3792,2020-12-06,True
1356,1076,2021-06-20,True
1356,3042,2021-02-10,True
1356,4606,2022-03-18,True
1356,4556,2023-09-19,True
1356,1161,2024-09-02,True
1356,2810,2024-05-02,True
1357,789,2018-09-14,False
1357,4374,2019-10-12,True
1357,1736,2019-01-14,True
1357,2037,2019-01-19,True
1357,2680,2020-08-03,True
1357,606,2020-08-28,False
1357,4520,2021-08-07,True
1357,4457,2022-02-28,True
1357,1561,2022-03-30,True
1357,2507,2023-03-15,True
1357,911,2023-04-19,True
1357,145,2023-03-28,True
1357,3534,2024-01-06,True
1358,1507,2020-12-11,False
1358,1918,2021-03-14,True
1358,3399,2021-06-11,True
1358,2911,2022-03-13,True
1358,2265,2022-04-13,False
1358,4030,2023-11-06,True
1358,4485,2024-02-20,True
1358,722,2024-01-03,True
1359,3673,2022-07-20,True
1359,4744,2022-08-23,True
1359,116,2023-06-23,True
1359,3218,2024-04-03,False
1360,3361,2018-12-02,False
1360,1041,2018-09-29,False
1360,2778,2018-12-10,True
1360,4869,2019-12-01,True
1360,4446,2020-06-25,True
1360,419,2020-11-21,True
1360,3917,2020-07-18,True
1360,858,2021-02-27,True
1360,4595,2022-12-09,True
1360,1978,2022-09-04,True
1360,1340,2023-01-21,True
1360,1409,2024-03-11,True
1360,4469,2024-04-04,True
1361,4284,2018-12-24,True
1361,3429,2018-12-29,False
1361,2136,2019-09-29,True
1361,2304,2020-01-11,True
1361,3856,2021-10-12,True
1361,104,2021-12-13,True
1361,847,2021-03-11,True
1361,997,2022-02-04,True
1361,1772,2022-11-26,True
1361,2328,2022-05-20,True
1361,216,2023-03-21,False
1361,4915,2023-11-21,True
1361,3833,2024-08-28,True
1361,2438,2024-05-23,True
1361,3813,2024-09-16,True
1362,4633,2020-12-27,True
1362,1081,2021-08-20,False
1362,2648,2021-05-19,True
1362,323,2022-02-26,True
1362,1149,2022-09-01,True
1362,123,2022-02-01,True
1362,1199,2023-09-22,True
1362,976,2023-10-29,True
1362,1182,2023-07-19,False
1362,3314,2024-06-01,True
1362,4827,2024-05-29,True
1362,4377,2024-08-22,True
1363,3424,2020-12-04,True
1363,1925,2020-10-24,False
1363,4745,2021-08-24,True
1363,3087,2022-07-18,True
1363,3547,2023-07-23,True
1363,4198,2024-03-18,True
1363,2758,2024-08-03,True
1364,170,2018-12-21,True
1364,2415,2018-12-28,True
1364,1663,2018-12-20,True
1364,3519,2019-07-30,True
1364,1493,2019-06-11,True
1364,4371,2020-04-11,True
1364,3024,2020-04-28,True
1364,1995,2020-11-25,True
1364,3124,2021-03-07,True
1364,3464,2022-12-30,False
1364,4578,2022-01-10,True
1364,1543,2023-03-08,True
1364,4186,2024-06-06,True
1365,4592,2019-12-20,True
1365,416,2020-03-30,True
1365,1280,2020-12-29,True
1365,1380,2020-03-01,True
1365,119,2021-02-20,True
1365,2981,2021-07-28,False
1365,4550,2021-02-09,True
1365,3632,2022-05-31,True
1365,4729,2023-04-19,True
1365,1058,2023-10-20,True
1365,4089,2024-08-20,True
1366,1013,2021-04-07,False
1366,2931,2021-05-23,True
1366,4485,2021-04-18,True
1366,2585,2022-04-23,True
1366,15,2022-07-21,True
1366,1977,2022-07-12,True
1366,4722,2023-06-22,True
1366,3124,2024-08-18,True
1366,4605,2024-07-27,True
1367,1162,2021-09-18,True
1367,2765,2021-08-15,True
1367,231,2021-12-01,True
1367,506,2022-08-09,True
1367,3059,2022-09-12,True
1367,29,2023-01-02,True
1367,313,2024-09-20,True
1367,1292,2024-09-14,True
1367,2144,2024-02-07,True
1368,3436,2020-09-07,True
1368,3072,2021-08-17,True
1368,1229,2021-05-22,True
1368,2226,2022-06-20,True
1368,1315,2022-02-12,True
1368,932,2022-12-08,True
1368,3179,2023-07-18,False
1368,3878,2023-04-02,True
1368,2030,2023-06-10,True
1368,1892,2024-06-12,True
1368,982,2024-09-03,True
1368,2357,2024-02-27,True
1369,587,2021-12-30,True
1369,2213,2021-12-30,True
1369,4004,2021-12-29,True
1369,2179,2022-08-19,True
1369,265,2023-02-20,True
1369,3510,2024-06-20,True
1370,4117,2021-09-27,True
1370,879,2021-12-05,True
1370,1857,2022-11-26,True
1370,4102,2022-04-21,False
1370,4935,2022-08-08,True
1370,1971,2023-10-14,False
1370,2496,2024-07-05,False
1371,3909,2018-03-08,False
1371,3058,2018-09-08,True
1371,823,2019-04-23,True
1371,2585,2019-10-30,True
1371,4983,2019-02-12,True
1371,4471,2020-06-24,True
1372,625,2021-10-10,True
1372,827,2021-10-27,True
1372,2104,2022-01-31,True
1372,346,2023-05-01,True
1372,4676,2024-03-08,True
1372,3511,2024-05-30,True
1372,135,2024-08-22,False
1373,3380,2019-10-09,True
1373,1468,2019-09-28,True
1373,4002,2019-08-19,False
1373,3004,2020-08-21,True
1373,2364,2021-04-27,True
1373,1954,2021-09-17,True
1373,4572,2022-04-30,False
1373,4764,2023-02-19,True
1373,1501,2023-04-18,True
1373,1496,2024-02-21,True
1373,3294,2024-04-15,True
1374,45,2021-08-23,True
1374,2019,2021-06-14,False
1374,390,2022-11-25,True
1374,4050,2022-03-18,True
1374,683,2023-10-07,True
1374,1208,2023-07-14,True
1374,2773,2024-04-05,True
1374,2750,2024-09-11,True
1374,4074,2024-04-22,True
1375,1183,2021-12-31,True
1375,1967,2021-12-31,True
1375,988,2022-10-19,True
1375,3336,2022-12-12,True
1375,1119,2023-02-17,True
1375,4043,2024-04-04,True
1375,4668,2024-03-17,True
1376,3914,2020-08-18,True
1376,3337,2020-12-08,True
1376,501,2021-09-26,True
1376,1554,2021-02-12,True
1376,1680,2021-12-03,True
1376,4828,2022-12-23,True
1376,3095,2023-06-12,True
1376,1478,2023-12-17,True
1376,4167,2024-03-18,True
1376,4498,2024-06-18,True
1376,769,2024-01-23,True
1377,2967,2020-07-11,True
1377,2606,2020-11-25,True
1377,492,2021-02-28,True
1377,1876,2021-08-27,False
1377,1880,2022-06-11,True
1377,4536,2022-12-28,True
1377,1120,2022-12-30,True
1377,3057,2023-03-12,True
1377,139,2023-01-06,True
1377,2300,2024-09-03,False
1377,2731,2024-08-01,True
1377,3841,2024-08-10,True
1378,919,2019-09-07,True
1378,4781,2019-08-05,True
1378,2521,2019-12-04,True
1378,3204,2020-03-06,True
1378,3796,2020-03-23,True
1378,3905,2021-09-21,False
1378,1383,2022-07-10,True
1378,358,2022-08-20,True
1378,3865,2022-08-10,False
1378,1166,2023-11-20,False
1378,1847,2023-11-24,False
1378,2500,2024-06-04,True
1379,1015,2021-08-13,True
1379,2787,2022-10-05,True
1379,661,2022-05-31,True
1379,513,2023-12-07,True
1379,437,2023-07-07,True
1379,1695,2024-04-25,True
1379,4439,2024-08-22,True
1380,110,2018-12-28,False
1380,2535,2018-09-07,True
1380,1121,2019-03-09,True
1380,4456,2019-11-26,True
1380,228,2019-08-02,True
1380,1585,2020-01-07,True
1380,2221,2020-12-15,False
1380,3778,2021-05-08,True
1380,2188,2021-04-21,True
1380,21,2022-04-30,True
1380,1402,2023-05-08,False
1380,2855,2023-08-31,True
1380,553,2024-07-07,True
1380,351,2024-07-15,True
1380,3960,2024-06-14,True
1381,3633,2018-12-20,True
1381,991,2018-12-23,True
1381,1784,2019-06-16,True
1381,927,2020-07-27,True
1381,716,2020-02-13,True
1381,833,2020-03-31,False
1381,4337,2021-10-26,True
1381,3581,2021-10-20,True
1381,4304,2022-01-15,True
1382,4112,2018-08-20,True
1382,2418,2019-05-09,True
1382,4749,2019-07-05,True
1382,1877,2020-01-07,True
1382,3970,2020-06-25,True
1382,2283,2020-07-20,True
1382,762,2021-05-03,True
1382,611,2021-10-27,False
1382,3793,2021-06-07,False
1382,3912,2022-01-09,True
1382,2234,2022-01-18,False
1382,4518,2022-11-09,True
1382,4691,2023-07-01,True
1382,3199,2023-06-28,True
1382,2938,2024-05-27,True
1383,4118,2021-04-21,False
1383,4060,2022-03-12,True
1383,767,2023-05-04,True
1383,1945,2023-07-18,True
1383,2889,2024-01-31,True
1384,1510,2020-08-05,False
1384,2233,2020-08-25,True
1384,2008,2020-11-26,True
1384,2852,2021-10-25,True
1384,4364,2021-10-17,True
1384,4681,2021-04-23,True
1384,1829,2022-03-26,True
1384,842,2022-01-21,False
1384,1707,2023-09-03,True
1384,4444,2023-02-04,True
1384,3396,2023-06-04,True
1384,3776,2024-06-04,True
1385,574,2018-12-29,False
1385,3077,2018-10-25,True
1385,654,2019-01-04,True
1385,1787,2019-11-06,True
1385,4102,2020-09-17,False
1385,3897,2020-03-20,True
1385,1254,2020-01-06,True
1385,2078,2021-08-08,True
1385,2838,2021-05-07,True
1385,3788,2022-03-12,False
1385,3510,2022-11-10,True
1385,1974,2022-04-07,True
1385,2485,2023-10-27,True
1385,2481,2023-03-25,True
1385,2805,2023-04-08,True
1385,1925,2024-03-13,True
1385,3673,2024-01-04,False
1385,1174,2024-03-18,True
1386,2266,2018-12-27,True
1386,4383,2019-05-22,True
1386,2917,2020-07-05,True
1386,3140,2021-09-25,False
1386,287,2022-05-09,True
1386,3456,2023-07-01,True
1386,1705,2023-02-09,True
1386,1469,2023-06-07,False
1386,4764,2024-04-30,True
1386,2703,2024-08-20,True
1386,3791,2024-09-25,True
1387,4584,2018-06-03,False
1387,4621,2019-04-29,False
1387,3492,2019-04-10,False
1387,1006,2019-02-27,False
1388,4600,2022-12-12,True
1388,3590,2022-12-17,False
1388,2128,2022-12-13,True
1388,4818,2023-09-11,False
1388,1871,2024-08-25,True
1388,1537,2024-08-02,True
1389,4040,2022-12-25,True
1389,2152,2022-12-29,True
1389,4673,2023-07-25,True
1389,4108,2023-09-28,True
1389,1877,2024-06-18,True
1389,2708,2024-05-09,False
1390,2869,2022-10-18,True
