Employee ID,Leave Details,Leave Type,Leave Reason ID,Leave Start Date,Leave End Date,Number of Leave Days Taken,Leave Status,Leave Balance,Cost of Leave ($),Leave Liability Amount ($),Absenteeism Cost Impact ($)
1074,Annual Leave,Annual,8,2/11/2023,2/21/2023,10,Approved,18,2039.11,2039.11,2039.11
1074,"For personal growth or development, typically unpaid.",Vacation,10,3/20/2023,3/24/2023,4,Rejected,15,815.64,815.64,815.64
1074,Annual Leave,Annual,2,2/22/2023,3/3/2023,9,Rejected,22,1835.2,1835.2,1835.2
1074,For educational pursuits or exams.,Vacation,4,7/29/2023,8/2/2023,4,Approved,19,815.64,815.64,815.64
1074,Annual Leave,Annual,3,12/4/2024,12/11/2024,7,,24,1427.38,1427.38,1427.38
1074,To serve on a jury as required by law.,Sick,6,10/2/2024,10/8/2024,6,Rejected,23,1223.47,1223.47,1223.47
1074,For serious or long-term health issues.,Vacation,9,7/12/2024,7/27/2024,15,Approved,16,3058.67,3058.67,3058.67
1074,To serve on a jury as required by law.,Sick,6,3/25/2024,3/29/2024,4,Rejected,21,815.64,815.64,815.64
1074,For performing public or civic duties.,Vacation,7,11/17/2024,11/20/2024,3,,19,611.73,611.73,611.73
1075,Annual Leave,Annual,1,8/31/2020,9/2/2020,2,Approved,11,864.72,1297.08,1729.44
1075,For the death of a family member.,Vacation,3,12/17/2021,12/30/2021,13,Approved,20,5620.69,8431.03,11241.38
1075,Annual Leave,Annual,5,6/24/2022,7/4/2022,10,Rejected,18,4323.61,6485.41,8647.21
1075,To serve on a jury as required by law.,Sick,6,9/23/2022,9/28/2022,5,Rejected,21,2161.8,3242.71,4323.61
1075,"For personal growth or development, typically unpaid.",Bereavement,10,6/7/2022,6/14/2022,7,Rejected,28,3026.52,4539.79,6053.05
1075,For the death of a family member.,Sick,3,5/13/2022,5/17/2022,4,Rejected,13,1729.44,2594.16,3458.89
1075,For emergencies or critical family events.,Bereavement,5,11/1/2023,11/5/2023,4,Rejected,15,1729.44,2594.16,3458.89
1075,Annual Leave,Annual,7,6/18/2023,6/23/2023,5,Approved,10,2161.8,3242.71,4323.61
1075,Annual Leave,Annual,7,8/1/2024,8/16/2024,15,Approved,16,6485.41,9728.12,12970.82
1075,For observing religious holidays.,Bereavement,8,8/4/2024,8/7/2024,3,Approved,18,1297.08,1945.62,2594.16
1075,Annual Leave,Annual,7,11/26/2024,12/3/2024,7,,24,3026.52,4539.79,6053.05
1076,For observing religious holidays.,Sick,8,7/30/2022,8/6/2022,7,Approved,12,1786.27,1786.27,1786.27
1076,For caretaking responsibilities related to a child.,Bereavement,2,11/2/2022,11/18/2022,16,Rejected,30,4082.89,4082.89,4082.89
1076,Annual Leave,Annual,3,7/26/2022,8/10/2022,15,Approved,29,3827.71,3827.71,3827.71
1076,For fathers after the birth of a child.,Vacation,1,8/7/2022,8/12/2022,5,Rejected,20,1275.9,1275.9,1275.9
1076,Annual Leave,Annual,6,3/12/2023,3/18/2023,6,Approved,28,1531.09,1531.09,1531.09
1076,For the death of a family member.,Vacation,3,5/4/2023,5/9/2023,5,Rejected,19,1275.9,1275.9,1275.9
1076,For fathers after the birth of a child.,Vacation,1,7/27/2023,8/7/2023,11,Approved,15,2806.99,2806.99,2806.99
1076,Annual Leave,Annual,1,6/24/2023,7/10/2023,16,Approved,22,4082.89,4082.89,4082.89
1076,Annual Leave,Annual,8,10/15/2023,10/16/2023,1,Approved,21,255.18,255.18,255.18
1076,For performing public or civic duties.,Vacation,7,6/18/2024,6/24/2024,6,Rejected,13,1531.09,1531.09,1531.09
1077,For fathers after the birth of a child.,Bereavement,1,12/18/2019,12/31/2019,13,Rejected,10,3906,5859,7812
1077,For caretaking responsibilities related to a child.,Vacation,2,12/17/2019,12/20/2019,3,Approved,5,901.38,1352.08,1802.77
1077,For performing public or civic duties.,Vacation,7,12/27/2019,12/31/2019,4,Approved,10,1201.85,1802.77,2403.69
1077,Annual Leave,Annual,10,12/19/2019,12/31/2019,12,Approved,9,3605.54,5408.31,7211.08
1077,For caretaking responsibilities related to a child.,"For personal growth or development, typically unpaid.",2,10/1/2020,10/5/2020,4,Rejected,5,1201.85,1802.77,2403.69
1077,Annual Leave,Annual,3,9/2/2020,9/5/2020,3,Approved,13,901.38,1352.08,1802.77
1077,For observing religious holidays.,Sick,8,11/2/2020,11/9/2020,7,Rejected,8,2103.23,3154.85,4206.46
1077,Annual Leave,Annual,1,8/25/2020,8/30/2020,5,Approved,5,1502.31,2253.46,3004.62
1077,For observing religious holidays.,"For personal growth or development, typically unpaid.",8,5/29/2020,6/10/2020,12,Approved,5,3605.54,5408.31,7211.08
1077,Annual Leave,Annual,10,11/7/2021,11/9/2021,2,Rejected,12,600.92,901.38,1201.85
1077,For serious or long-term health issues.,Sick,9,2/24/2021,2/27/2021,3,Rejected,8,901.38,1352.08,1802.77
1077,For caretaking responsibilities related to a child.,"For personal growth or development, typically unpaid.",2,7/26/2021,8/7/2021,12,Approved,8,3605.54,5408.31,7211.08
1077,"For personal growth or development, typically unpaid.",Sick,10,9/18/2021,10/2/2021,14,Rejected,11,4206.46,6309.69,8412.93
1077,Annual Leave,Annual,7,6/12/2022,6/18/2022,6,Approved,14,1802.77,2704.15,3605.54
1077,For serious or long-term health issues.,Sick,9,6/10/2022,6/22/2022,12,Approved,15,3605.54,5408.31,7211.08
1077,For emergencies or critical family events.,Vacation,5,12/23/2022,12/30/2022,7,Rejected,15,2103.23,3154.85,4206.46
1077,Annual Leave,Annual,8,11/20/2022,11/28/2022,8,Approved,8,2403.69,3605.54,4807.39
1077,For performing public or civic duties.,Sick,7,10/4/2022,10/10/2022,6,Approved,14,1802.77,2704.15,3605.54
1077,Annual Leave,Annual,6,6/6/2023,6/14/2023,8,Rejected,14,2403.69,3605.54,4807.39
1077,For serious or long-term health issues.,Sick,9,12/4/2023,12/5/2023,1,Approved,13,300.46,450.69,600.92
1077,For fathers after the birth of a child.,"For personal growth or development, typically unpaid.",1,4/23/2023,4/30/2023,7,Rejected,10,2103.23,3154.85,4206.46
1077,For emergencies or critical family events.,Sick,5,7/3/2023,7/8/2023,5,Rejected,13,1502.31,2253.46,3004.62
1077,Annual Leave,Annual,2,1/13/2024,1/21/2024,8,Rejected,8,2403.69,3605.54,4807.39
1077,Annual Leave,Annual,4,10/12/2024,10/23/2024,11,Rejected,15,3305.08,4957.62,6610.16
1077,For performing public or civic duties.,Vacation,7,8/10/2024,8/23/2024,13,Approved,6,3906,5859,7812
1077,For educational pursuits or exams.,Sick,4,10/8/2024,10/11/2024,3,Approved,12,901.38,1352.08,1802.77
1078,For serious or long-term health issues.,Sick,9,8/24/2020,9/5/2020,12,Rejected,23,1859,1859,1859
1078,Annual Leave,Annual,4,11/5/2021,11/13/2021,8,Rejected,14,1239.33,1239.33,1239.33
1078,Annual Leave,Annual,2,1/4/2022,1/5/2022,1,Rejected,12,154.92,154.92,154.92
1078,"For personal growth or development, typically unpaid.",Vacation,10,2/10/2022,2/16/2022,6,Rejected,10,929.5,929.5,929.5
1078,For educational pursuits or exams.,"For personal growth or development, typically unpaid.",4,5/31/2022,6/7/2022,7,Approved,21,1084.42,1084.42,1084.42
1078,Annual Leave,Annual,5,7/7/2022,7/17/2022,10,Rejected,19,1549.17,1549.17,1549.17
1078,For emergencies or critical family events.,Vacation,5,12/27/2023,12/31/2023,4,Approved,24,619.67,619.67,619.67
1078,"For personal growth or development, typically unpaid.",Vacation,10,12/23/2023,12/31/2023,8,Approved,25,1239.33,1239.33,1239.33
1078,Annual Leave,Annual,7,4/25/2023,4/27/2023,2,Rejected,18,309.83,309.83,309.83
1078,For the death of a family member.,Sick,3,7/9/2023,7/18/2023,9,Approved,19,1394.25,1394.25,1394.25
1078,"For personal growth or development, typically unpaid.",Vacation,10,8/24/2024,8/27/2024,3,Approved,14,464.75,464.75,464.75
1079,Annual Leave,Annual,7,12/21/2022,12/25/2022,4,Rejected,14,804.4,804.4,804.4
1079,Annual Leave,Annual,10,12/16/2022,12/22/2022,6,Rejected,24,1206.6,1206.6,1206.6
1079,Annual Leave,Annual,7,12/23/2022,12/30/2022,7,Approved,15,1407.7,1407.7,1407.7
1079,Annual Leave,Annual,9,12/19/2022,12/26/2022,7,Approved,16,1407.7,1407.7,1407.7
1079,"For personal growth or development, typically unpaid.",Sick,10,12/29/2022,12/31/2022,2,Rejected,20,402.2,402.2,402.2
1079,For observing religious holidays.,Sick,8,12/29/2023,12/31/2023,2,Rejected,19,402.2,402.2,402.2
1079,For performing public or civic duties.,Sick,7,3/23/2023,3/26/2023,3,Approved,27,603.3,603.3,603.3
1079,For fathers after the birth of a child.,Vacation,1,10/29/2023,10/31/2023,2,Rejected,20,402.2,402.2,402.2
1079,For performing public or civic duties.,Sick,7,5/24/2023,5/30/2023,6,Rejected,22,1206.6,1206.6,1206.6
1079,Annual Leave,Annual,1,3/13/2023,3/15/2023,2,Approved,25,402.2,402.2,402.2
1079,"For personal growth or development, typically unpaid.",Bereavement,10,2/29/2024,3/5/2024,5,Approved,22,1005.5,1005.5,1005.5
1079,For observing religious holidays.,"For personal growth or development, typically unpaid.",8,5/20/2024,5/29/2024,9,Rejected,16,1809.89,1809.89,1809.89
1079,Annual Leave,Annual,9,12/30/2024,12/31/2024,1,,16,201.1,201.1,201.1
1079,Annual Leave,Annual,7,1/17/2024,1/24/2024,7,Approved,21,1407.7,1407.7,1407.7
1079,For the death of a family member.,Vacation,3,9/27/2024,10/1/2024,4,Rejected,14,804.4,804.4,804.4
1080,To serve on a jury as required by law.,Sick,6,5/21/2022,5/31/2022,10,Rejected,9,2938.33,4407.5,5876.67
1080,Annual Leave,Annual,5,7/6/2022,7/18/2022,12,Approved,15,3526,5289,7052
1080,Annual Leave,Annual,7,6/29/2022,7/6/2022,7,Rejected,14,2056.83,3085.25,4113.67
1080,Annual Leave,Annual,7,3/3/2023,3/9/2023,6,Approved,7,1763,2644.5,3526
1080,Annual Leave,Annual,8,12/29/2023,12/31/2023,2,Approved,11,587.67,881.5,1175.33
1080,Annual Leave,Annual,3,12/29/2024,12/31/2024,2,,8,587.67,881.5,1175.33
1080,For caretaking responsibilities related to a child.,Sick,2,1/13/2024,1/16/2024,3,Approved,5,881.5,1322.25,1763
1080,"For personal growth or development, typically unpaid.",Sick,10,1/21/2024,1/28/2024,7,Approved,9,2056.83,3085.25,4113.67
1080,For caretaking responsibilities related to a child.,"For personal growth or development, typically unpaid.",2,11/23/2024,11/29/2024,6,,12,1763,2644.5,3526
1081,Annual Leave,Annual,9,12/14/2022,12/17/2022,3,Approved,23,680.38,680.38,680.38
1081,Annual Leave,Annual,6,6/30/2023,7/5/2023,5,Rejected,14,1133.97,1133.97,1133.97
1081,Annual Leave,Annual,2,8/9/2023,8/20/2023,11,Rejected,14,2494.73,2494.73,2494.73
1081,Annual Leave,Annual,6,5/13/2023,5/17/2023,4,Approved,16,907.17,907.17,907.17
1081,For performing public or civic duties.,Sick,7,10/23/2023,11/5/2023,13,Rejected,18,2948.32,2948.32,2948.32
1081,For the death of a family member.,Vacation,3,3/19/2024,3/25/2024,6,Rejected,10,1360.76,1360.76,1360.76
1081,Annual Leave,Annual,7,3/18/2024,3/21/2024,3,Rejected,27,680.38,680.38,680.38
1081,Annual Leave,Annual,6,4/16/2024,5/1/2024,15,Approved,12,3401.9,3401.9,3401.9
1081,For caretaking responsibilities related to a child.,Sick,2,6/21/2024,6/24/2024,3,Approved,18,680.38,680.38,680.38
1081,For the death of a family member.,"For personal growth or development, typically unpaid.",3,5/26/2024,6/1/2024,6,Approved,25,1360.76,1360.76,1360.76
1082,Annual Leave,Annual,10,11/18/2019,11/21/2019,3,Approved,23,388.13,388.13,388.13
1082,"For personal growth or development, typically unpaid.",Vacation,10,7/3/2019,7/10/2019,7,Approved,20,905.63,905.63,905.63
1082,Annual Leave,Annual,10,11/29/2019,12/14/2019,15,Rejected,17,1940.63,1940.63,1940.63
1082,For serious or long-term health issues.,Sick,9,7/22/2019,7/26/2019,4,Rejected,28,517.5,517.5,517.5
1082,For educational pursuits or exams.,Sick,4,6/2/2020,6/5/2020,3,Rejected,24,388.13,388.13,388.13
1082,For observing religious holidays.,"For personal growth or development, typically unpaid.",8,12/4/2020,12/9/2020,5,Rejected,16,646.88,646.88,646.88
1082,For observing religious holidays.,"For personal growth or development, typically unpaid.",8,4/28/2020,5/3/2020,5,Approved,11,646.88,646.88,646.88
1082,Annual Leave,Annual,2,5/11/2021,5/16/2021,5,Approved,12,646.88,646.88,646.88
1082,For caretaking responsibilities related to a child.,Sick,2,4/27/2021,5/6/2021,9,Approved,15,1164.38,1164.38,1164.38
1082,For serious or long-term health issues.,Sick,9,12/22/2022,12/31/2022,9,Approved,12,1164.38,1164.38,1164.38
1082,Annual Leave,Annual,5,12/15/2022,12/20/2022,5,Approved,19,646.88,646.88,646.88
1082,Annual Leave,Annual,6,7/14/2022,7/19/2022,5,Rejected,14,646.88,646.88,646.88
1082,Annual Leave,Annual,9,3/19/2022,3/24/2022,5,Rejected,30,646.88,646.88,646.88
1082,Annual Leave,Annual,9,5/22/2022,5/24/2022,2,Approved,27,258.75,258.75,258.75
1082,For emergencies or critical family events.,Sick,5,3/27/2023,3/28/2023,1,Rejected,19,129.38,129.38,129.38
1082,Annual Leave,Annual,4,12/25/2023,12/31/2023,6,Rejected,28,776.25,776.25,776.25
1082,Annual Leave,Annual,4,11/4/2023,11/19/2023,15,Rejected,27,1940.63,1940.63,1940.63
1082,For the death of a family member.,Vacation,3,7/3/2023,7/7/2023,4,Approved,20,517.5,517.5,517.5
1082,"For personal growth or development, typically unpaid.","For personal growth or development, typically unpaid.",10,5/12/2024,5/20/2024,8,Rejected,22,1035,1035,1035
1082,For observing religious holidays.,Sick,8,3/10/2024,3/17/2024,7,Approved,29,905.63,905.63,905.63
1082,For serious or long-term health issues.,Sick,9,2/29/2024,3/1/2024,1,Approved,28,129.38,129.38,129.38
1082,Annual Leave,Annual,10,9/26/2024,10/5/2024,9,Rejected,14,1164.38,1164.38,1164.38
1082,For caretaking responsibilities related to a child.,Sick,2,1/5/2024,1/10/2024,5,Approved,15,646.88,646.88,646.88
1083,Annual Leave,Annual,9,12/15/2019,12/19/2019,4,Approved,15,683.57,683.57,683.57
1083,For the death of a family member.,Sick,3,11/26/2019,12/1/2019,5,Rejected,11,854.46,854.46,854.46
1083,For performing public or civic duties.,Sick,7,12/23/2019,12/25/2019,2,Rejected,9,341.78,341.78,341.78
1083,For emergencies or critical family events.,Vacation,5,9/20/2019,9/21/2019,1,Rejected,12,170.89,170.89,170.89
1083,Annual Leave,Annual,6,9/3/2020,9/10/2020,7,Approved,11,1196.24,1196.24,1196.24
1083,Annual Leave,Annual,4,4/26/2020,4/30/2020,4,Rejected,15,683.57,683.57,683.57
1083,Annual Leave,Annual,2,5/7/2020,5/11/2020,4,Approved,5,683.57,683.57,683.57
1083,Annual Leave,Annual,3,10/17/2020,10/20/2020,3,Rejected,6,512.67,512.67,512.67
1083,Annual Leave,Annual,1,8/22/2021,9/1/2021,10,Approved,11,1708.91,1708.91,1708.91
1083,For caretaking responsibilities related to a child.,Vacation,2,10/18/2021,10/30/2021,12,Rejected,11,2050.7,2050.7,2050.7
1083,Annual Leave,Annual,10,5/28/2021,5/31/2021,3,Approved,9,512.67,512.67,512.67
1083,Annual Leave,Annual,10,9/11/2022,9/16/2022,5,Rejected,6,854.46,854.46,854.46
1083,Annual Leave,Annual,3,3/13/2022,3/14/2022,1,Approved,7,170.89,170.89,170.89
1083,For educational pursuits or exams.,"For personal growth or development, typically unpaid.",4,4/19/2023,4/22/2023,3,Rejected,11,512.67,512.67,512.67
1083,Annual Leave,Annual,3,3/5/2023,3/7/2023,2,Approved,13,341.78,341.78,341.78
1083,To serve on a jury as required by law.,Sick,6,7/3/2023,7/8/2023,5,Rejected,5,854.46,854.46,854.46
1083,Annual Leave,Annual,6,8/13/2023,8/14/2023,1,Rejected,14,170.89,170.89,170.89
1083,Annual Leave,Annual,10,10/20/2023,10/23/2023,3,Approved,7,512.67,512.67,512.67
1083,For observing religious holidays.,Vacation,8,6/8/2024,6/13/2024,5,Approved,15,854.46,854.46,854.46
1083,Annual Leave,Annual,8,7/20/2024,7/22/2024,2,Approved,6,341.78,341.78,341.78
1084,Annual Leave,Annual,7,8/14/2022,8/17/2022,3,Approved,26,996.29,996.29,996.29
1084,Annual Leave,Annual,10,4/25/2023,5/15/2023,20,Rejected,23,6641.96,6641.96,6641.96
1084,For the death of a family member.,"For personal growth or development, typically unpaid.",3,9/2/2023,9/13/2023,11,Rejected,22,3653.08,3653.08,3653.08
1084,Annual Leave,Annual,9,7/23/2024,7/25/2024,2,Rejected,15,664.2,664.2,664.2
1084,"For personal growth or development, typically unpaid.",Sick,10,2/2/2024,2/4/2024,2,Approved,12,664.2,664.2,664.2
1084,Annual Leave,Annual,3,4/18/2024,4/19/2024,1,Rejected,14,332.1,332.1,332.1
1084,Annual Leave,Annual,4,2/4/2024,2/7/2024,3,Approved,17,996.29,996.29,996.29
1085,Annual Leave,Annual,5,7/23/2019,7/29/2019,6,Approved,29,1611.87,1611.87,1611.87
1085,Annual Leave,Annual,7,9/11/2019,9/16/2019,5,Rejected,20,1343.23,1343.23,1343.23
1085,Annual Leave,Annual,6,12/7/2019,12/13/2019,6,Rejected,10,1611.87,1611.87,1611.87
1085,For serious or long-term health issues.,"For personal growth or development, typically unpaid.",9,6/23/2019,6/29/2019,6,Approved,28,1611.87,1611.87,1611.87
1085,For emergencies or critical family events.,Vacation,5,6/1/2019,6/13/2019,12,Rejected,14,3223.74,3223.74,3223.74
1085,Annual Leave,Annual,8,2/7/2020,2/16/2020,9,Approved,10,2417.81,2417.81,2417.81
1085,Annual Leave,Annual,6,4/6/2020,4/12/2020,6,Approved,21,1611.87,1611.87,1611.87
1085,For fathers after the birth of a child.,Sick,1,1/21/2020,1/23/2020,2,Rejected,17,537.29,537.29,537.29
1085,Annual Leave,Annual,8,4/7/2021,4/8/2021,1,Approved,25,268.65,268.65,268.65
1085,For serious or long-term health issues.,Sick,9,6/26/2021,7/2/2021,6,Rejected,14,1611.87,1611.87,1611.87
1085,For serious or long-term health issues.,Sick,9,2/22/2022,3/4/2022,10,Rejected,30,2686.45,2686.45,2686.45
1085,"For personal growth or development, typically unpaid.",Sick,10,5/24/2022,5/28/2022,4,Rejected,29,1074.58,1074.58,1074.58
1085,"For personal growth or development, typically unpaid.",Vacation,10,6/20/2022,6/22/2022,2,Approved,24,537.29,537.29,537.29
1085,For performing public or civic duties.,Sick,7,6/10/2022,6/24/2022,14,Approved,20,3761.04,3761.04,3761.04
1085,Annual Leave,Annual,10,6/20/2023,6/29/2023,9,Rejected,15,2417.81,2417.81,2417.81
1085,Annual Leave,Annual,9,9/5/2024,9/17/2024,12,Rejected,24,3223.74,3223.74,3223.74
1085,For educational pursuits or exams.,Sick,4,3/3/2024,3/4/2024,1,Rejected,11,268.65,268.65,268.65
1086,Annual Leave,Annual,8,8/9/2019,8/13/2019,4,Approved,14,1812.37,2718.56,3624.74
1086,Annual Leave,Annual,3,10/28/2020,11/11/2020,14,Rejected,24,6343.3,9514.94,12686.59
1086,Annual Leave,Annual,6,11/18/2021,11/21/2021,3,Approved,17,1359.28,2038.92,2718.56
1086,Annual Leave,Annual,8,10/30/2021,11/1/2021,2,Rejected,15,906.19,1359.28,1812.37
1086,"For personal growth or development, typically unpaid.","For personal growth or development, typically unpaid.",10,9/5/2021,9/14/2021,9,Rejected,20,4077.83,6116.75,8155.67
1086,Annual Leave,Annual,7,1/19/2021,1/25/2021,6,Approved,26,2718.56,4077.83,5437.11
1086,Annual Leave,Annual,5,6/19/2022,6/26/2022,7,Rejected,30,3171.65,4757.47,6343.3
1086,To serve on a jury as required by law.,Sick,6,8/3/2022,8/4/2022,1,Rejected,22,453.09,679.64,906.19
1086,Annual Leave,Annual,6,1/28/2022,1/30/2022,2,Rejected,25,906.19,1359.28,1812.37
1086,Annual Leave,Annual,3,2/2/2022,2/9/2022,7,Approved,24,3171.65,4757.47,6343.3
1086,For educational pursuits or exams.,Bereavement,4,10/23/2023,11/3/2023,11,Approved,10,4984.02,7476.03,9968.04
1086,Annual Leave,Annual,1,8/7/2023,8/10/2023,3,Rejected,28,1359.28,2038.92,2718.56
1086,For performing public or civic duties.,Vacation,7,6/5/2023,6/10/2023,5,Rejected,17,2265.46,3398.19,4530.93
1086,Annual Leave,Annual,3,12/29/2024,12/31/2024,2,,18,906.19,1359.28,1812.37
1086,Annual Leave,Annual,9,6/19/2024,6/24/2024,5,Approved,23,2265.46,3398.19,4530.93
1086,Annual Leave,Annual,10,10/16/2024,10/23/2024,7,Rejected,10,3171.65,4757.47,6343.3
1086,Annual Leave,Annual,7,9/9/2024,9/27/2024,18,Approved,15,8155.67,12233.5,16311.33
1087,For serious or long-term health issues.,"For personal growth or development, typically unpaid.",9,7/3/2018,7/9/2018,6,Approved,19,1053.37,1053.37,1053.37
1087,For caretaking responsibilities related to a child.,Sick,2,8/19/2018,9/2/2018,14,Rejected,21,2457.85,2457.85,2457.85
1087,Annual Leave,Annual,1,10/15/2019,10/19/2019,4,Approved,28,702.24,702.24,702.24
1087,Annual Leave,Annual,6,1/14/2019,1/29/2019,15,Approved,27,2633.42,2633.42,2633.42
1087,For performing public or civic duties.,Vacation,7,2/27/2019,3/8/2019,9,Approved,16,1580.05,1580.05,1580.05
1087,For performing public or civic duties.,"For personal growth or development, typically unpaid.",7,10/2/2019,10/4/2019,2,Rejected,12,351.12,351.12,351.12
1087,Annual Leave,Annual,8,8/13/2019,8/22/2019,9,Approved,29,1580.05,1580.05,1580.05
1087,Annual Leave,Annual,9,9/3/2020,9/5/2020,2,Approved,28,351.12,351.12,351.12
1087,For fathers after the birth of a child.,Vacation,1,7/18/2021,8/2/2021,15,Rejected,25,2633.42,2633.42,2633.42
1087,To serve on a jury as required by law.,Sick,6,5/31/2022,6/4/2022,4,Rejected,13,702.24,702.24,702.24
1087,Annual Leave,Annual,1,4/26/2022,5/9/2022,13,Rejected,22,2282.29,2282.29,2282.29
1087,Annual Leave,Annual,10,3/21/2022,3/24/2022,3,Approved,26,526.68,526.68,526.68
1087,Annual Leave,Annual,4,6/6/2022,6/11/2022,5,Approved,19,877.81,877.81,877.81
1087,Annual Leave,Annual,5,7/27/2023,8/6/2023,10,Approved,15,1755.61,1755.61,1755.61
1087,Annual Leave,Annual,3,10/2/2023,10/5/2023,3,Approved,22,526.68,526.68,526.68
1087,Annual Leave,Annual,9,7/9/2023,7/13/2023,4,Approved,30,702.24,702.24,702.24
1087,Annual Leave,Annual,8,2/9/2024,2/14/2024,5,Rejected,26,877.81,877.81,877.81
1087,For observing religious holidays.,"For personal growth or development, typically unpaid.",8,12/6/2024,12/11/2024,5,,24,877.81,877.81,877.81
1087,Annual Leave,Annual,2,10/26/2024,10/31/2024,5,Approved,16,877.81,877.81,877.81
1087,For the death of a family member.,Sick,3,5/4/2024,5/11/2024,7,Rejected,28,1228.93,1228.93,1228.93
1087,Annual Leave,Annual,1,3/2/2024,3/10/2024,8,Approved,21,1404.49,1404.49,1404.49
1088,For serious or long-term health issues.,Sick,9,11/13/2018,11/25/2018,12,Rejected,29,4935.04,7402.56,9870.08
1088,For serious or long-term health issues.,"For personal growth or development, typically unpaid.",9,12/9/2018,12/22/2018,13,Rejected,20,5346.3,8019.44,10692.59
1088,Annual Leave,Annual,2,12/20/2018,12/31/2018,11,Rejected,21,4523.79,6785.68,9047.58
1088,Annual Leave,Annual,8,12/24/2018,12/31/2018,7,Approved,22,2878.77,4318.16,5757.55
1088,Annual Leave,Annual,6,12/19/2018,12/28/2018,9,Rejected,14,3701.28,5551.92,7402.56
1088,Annual Leave,Annual,7,10/17/2019,10/20/2019,3,Rejected,21,1233.76,1850.64,2467.52
1088,Annual Leave,Annual,4,3/8/2019,3/15/2019,7,Approved,17,2878.77,4318.16,5757.55
1088,Annual Leave,Annual,2,7/5/2020,7/10/2020,5,Rejected,19,2056.27,3084.4,4112.54
1088,Annual Leave,Annual,7,11/7/2020,11/21/2020,14,Rejected,13,5757.55,8636.32,11515.1
1088,For the death of a family member.,Vacation,3,5/18/2020,5/21/2020,3,Approved,11,1233.76,1850.64,2467.52
1088,Annual Leave,Annual,8,1/1/2021,1/9/2021,8,Rejected,14,3290.03,4935.04,6580.06
1088,Annual Leave,Annual,8,5/12/2022,5/15/2022,3,Rejected,19,1233.76,1850.64,2467.52
1088,Annual Leave,Annual,1,5/30/2022,6/3/2022,4,Rejected,30,1645.01,2467.52,3290.03
1088,Annual Leave,Annual,10,9/7/2022,9/14/2022,7,Rejected,26,2878.77,4318.16,5757.55
1088,Annual Leave,Annual,4,2/5/2022,2/15/2022,10,Rejected,20,4112.54,6168.8,8225.07
1088,For caretaking responsibilities related to a child.,"For personal growth or development, typically unpaid.",2,9/12/2023,9/28/2023,16,Approved,16,6580.06,9870.08,13160.11
1088,To serve on a jury as required by law.,Vacation,6,6/24/2023,6/25/2023,1,Rejected,17,411.25,616.88,822.51
1088,Annual Leave,Annual,9,10/14/2023,10/28/2023,14,Approved,19,5757.55,8636.32,11515.1
1088,Annual Leave,Annual,10,3/20/2023,3/27/2023,7,Approved,13,2878.77,4318.16,5757.55
1088,Annual Leave,Annual,4,7/25/2024,7/30/2024,5,Rejected,11,2056.27,3084.4,4112.54
1088,For performing public or civic duties.,Bereavement,7,8/31/2024,9/4/2024,4,Approved,25,1645.01,2467.52,3290.03
1088,Annual Leave,Annual,4,1/25/2024,2/1/2024,7,Approved,16,2878.77,4318.16,5757.55
1089,"For personal growth or development, typically unpaid.",Sick,10,11/5/2022,11/14/2022,9,Rejected,27,1909.39,1909.39,1909.39
1089,For serious or long-term health issues.,Sick,9,12/18/2023,12/19/2023,1,Rejected,24,212.15,212.15,212.15
1089,For caretaking responsibilities related to a child.,"For personal growth or development, typically unpaid.",2,9/3/2023,9/6/2023,3,Approved,27,636.46,636.46,636.46
1089,For serious or long-term health issues.,Sick,9,8/20/2023,8/23/2023,3,Rejected,17,636.46,636.46,636.46
1089,"For personal growth or development, typically unpaid.",Sick,10,10/15/2023,10/20/2023,5,Approved,29,1060.77,1060.77,1060.77
1089,For performing public or civic duties.,"For personal growth or development, typically unpaid.",7,10/5/2023,10/10/2023,5,Approved,16,1060.77,1060.77,1060.77
1089,Annual Leave,Annual,10,6/21/2024,7/5/2024,14,Rejected,18,2970.16,2970.16,2970.16
1089,Annual Leave,Annual,2,1/27/2024,1/28/2024,1,Rejected,21,212.15,212.15,212.15
1089,Annual Leave,Annual,1,11/29/2024,12/4/2024,5,,29,1060.77,1060.77,1060.77
1089,To serve on a jury as required by law.,Vacation,6,6/4/2024,6/12/2024,8,Approved,18,1697.23,1697.23,1697.23
1090,For performing public or civic duties.,Sick,7,11/29/2021,12/10/2021,11,Rejected,11,5114.86,7672.29,10229.71
1090,For performing public or civic duties.,Sick,7,11/13/2021,11/15/2021,2,Approved,19,929.97,1394.96,1859.95
1090,To serve on a jury as required by law.,Sick,6,10/13/2021,10/17/2021,4,Approved,10,1859.95,2789.92,3719.9
1090,Annual Leave,Annual,8,11/17/2021,11/19/2021,2,Rejected,13,929.97,1394.96,1859.95
1090,Annual Leave,Annual,6,8/30/2021,9/3/2021,4,Approved,23,1859.95,2789.92,3719.9
1090,For performing public or civic duties.,Vacation,7,9/16/2022,9/22/2022,6,Rejected,11,2789.92,4184.88,5579.84
1090,"For personal growth or development, typically unpaid.",Vacation,10,11/5/2022,11/7/2022,2,Rejected,16,929.97,1394.96,1859.95
1090,Annual Leave,Annual,10,1/18/2022,2/7/2022,20,Rejected,30,9299.74,13949.61,18599.48
1090,Annual Leave,Annual,8,6/29/2022,6/30/2022,1,Rejected,20,464.99,697.48,929.97
