Employee ID,Year,Performance Feedback ID,Goal Clarity,Support for Goals,Manager Feedback Effectiveness,Team Collaboration Score,Additional Support Needed,Career Growth Satisfaction,Overall Performance Rating
1414,2019,1539,Yes,No,5,2,More team collaboration opportunities,Yes,5
1414,2020,1540,Yes,Yes,2,1,Improved work-life balance,No,2
1414,2021,1541,Yes,Yes,3,3,More training resources,No,1
1414,2022,1542,Yes,No,2,2,More team collaboration opportunities,Yes,3
1414,2023,1543,No,No,3,2,Improved work-life balance,No,5
1415,2019,1544,No,Yes,4,3,More team collaboration opportunities,Yes,1
1415,2020,1545,No,No,5,4,More career growth opportunities,No,1
1415,2021,1546,No,Yes,2,4,More training resources,No,5
1415,2022,1547,No,No,2,3,More career growth opportunities,No,5
1415,2023,1548,Yes,Yes,2,3,More team collaboration opportunities,Yes,4
1416,2018,1549,No,Yes,1,4,Better communication from management,Yes,3
1416,2019,1550,No,No,5,1,Improved work-life balance,Yes,5
1416,2020,1551,No,No,4,5,Improved work-life balance,Yes,5
1416,2021,1552,Yes,Yes,3,2,More training resources,No,1
1416,2022,1553,No,Yes,1,3,Improved work-life balance,Yes,4
1416,2023,1554,Yes,No,4,4,Better communication from management,No,4
1417,2020,1555,Yes,Yes,2,2,Better communication from management,Yes,3
1417,2021,1556,Yes,No,3,4,More career growth opportunities,Yes,2
1417,2022,1557,Yes,Yes,5,3,Improved work-life balance,No,1
1417,2023,1558,Yes,No,1,5,More career growth opportunities,No,1
1418,2022,1559,Yes,Yes,1,1,Improved work-life balance,No,2
1418,2023,1560,Yes,Yes,2,5,Better communication from management,Yes,1
1419,2018,1561,No,No,2,1,Improved work-life balance,No,5
1419,2019,1562,No,No,4,5,Improved work-life balance,Yes,2
1419,2020,1563,No,No,2,5,Improved work-life balance,No,2
1419,2021,1564,No,Yes,1,3,Better communication from management,No,1
1419,2022,1565,Yes,Yes,4,5,Better communication from management,Yes,5
1419,2023,1566,Yes,Yes,1,1,More career growth opportunities,No,1
1420,2022,1567,Yes,No,4,5,More career growth opportunities,No,3
1420,2023,1568,Yes,No,2,4,More career growth opportunities,Yes,4
1421,2022,1569,Yes,Yes,4,3,Better communication from management,No,3
1421,2023,1570,No,Yes,1,4,Better communication from management,No,2
1422,2022,1571,Yes,No,4,5,Better communication from management,No,4
1422,2023,1572,No,Yes,2,3,More training resources,No,4
1423,2022,1573,Yes,Yes,2,1,Improved work-life balance,No,2
1423,2023,1574,No,Yes,2,2,More training resources,Yes,4
1424,2022,1575,No,No,2,4,More career growth opportunities,No,1
1425,2018,1576,No,Yes,5,3,More career growth opportunities,No,2
1425,2019,1577,Yes,Yes,1,3,Improved work-life balance,No,1
1425,2020,1578,Yes,Yes,5,1,More team collaboration opportunities,Yes,5
1425,2021,1579,No,Yes,1,4,More career growth opportunities,No,1
1425,2022,1580,No,No,2,4,More career growth opportunities,No,5
1425,2023,1581,No,No,4,4,Improved work-life balance,No,1
1426,2018,1582,Yes,No,3,1,More team collaboration opportunities,No,5
1426,2019,1583,Yes,No,1,2,More career growth opportunities,Yes,3
1426,2020,1584,No,No,5,1,More career growth opportunities,Yes,2
1426,2021,1585,Yes,Yes,2,1,Better communication from management,Yes,5
1426,2022,1586,No,Yes,5,2,Improved work-life balance,Yes,1
1426,2023,1587,Yes,No,4,5,More career growth opportunities,No,4
1427,2022,1588,No,No,3,2,More training resources,No,5
1427,2023,1589,Yes,Yes,1,4,More career growth opportunities,No,3
1428,2022,1590,No,No,4,2,More training resources,Yes,2
1428,2023,1591,No,Yes,5,1,More career growth opportunities,No,2
1429,2018,1592,Yes,No,2,2,More team collaboration opportunities,Yes,5
1429,2019,1593,No,Yes,5,3,Better communication from management,Yes,1
1429,2020,1594,No,Yes,4,1,Improved work-life balance,Yes,4
1429,2021,1595,No,No,4,4,More career growth opportunities,No,4
1429,2022,1596,Yes,Yes,1,5,Better communication from management,No,3
1429,2023,1597,No,Yes,3,2,More team collaboration opportunities,No,1
1430,2019,1598,Yes,Yes,1,1,More career growth opportunities,No,2
1430,2020,1599,No,Yes,4,2,More career growth opportunities,Yes,2
1430,2021,1600,Yes,Yes,2,5,More training resources,No,4
1430,2022,1601,Yes,Yes,4,3,Improved work-life balance,No,5
1430,2023,1602,No,Yes,1,1,Improved work-life balance,No,2
1431,2021,1603,No,Yes,5,4,Better communication from management,Yes,4
1431,2022,1604,No,Yes,3,5,Improved work-life balance,No,1
1431,2023,1605,No,Yes,4,4,More career growth opportunities,No,2
1432,2018,1606,No,Yes,5,4,Better communication from management,Yes,3
1432,2019,1607,Yes,No,3,5,More career growth opportunities,Yes,5
1432,2020,1608,Yes,Yes,1,4,More team collaboration opportunities,Yes,3
1432,2021,1609,No,No,2,2,More career growth opportunities,Yes,1
1432,2022,1610,Yes,No,1,5,More career growth opportunities,Yes,5
1432,2023,1611,Yes,No,3,5,Better communication from management,Yes,5
1433,2018,1612,Yes,No,1,3,More team collaboration opportunities,Yes,2
1433,2019,1613,No,Yes,5,5,Improved work-life balance,No,2
1433,2020,1614,Yes,No,5,2,More team collaboration opportunities,No,3
1433,2021,1615,No,Yes,2,2,Better communication from management,Yes,4
1433,2022,1616,Yes,Yes,3,2,Improved work-life balance,Yes,4
1433,2023,1617,Yes,No,4,1,More training resources,No,3
1434,2018,1618,Yes,No,3,1,More career growth opportunities,No,2
1434,2019,1619,Yes,No,1,1,More team collaboration opportunities,Yes,2
1434,2020,1620,Yes,Yes,5,5,More team collaboration opportunities,No,5
1434,2021,1621,No,No,3,2,Improved work-life balance,No,2
1434,2022,1622,Yes,Yes,5,1,Improved work-life balance,No,4
1434,2023,1623,No,Yes,4,5,More team collaboration opportunities,Yes,1
1435,2018,1624,No,Yes,2,5,More training resources,No,1
1435,2019,1625,Yes,Yes,1,4,Better communication from management,Yes,3
1435,2020,1626,Yes,No,1,1,Better communication from management,Yes,2
1435,2021,1627,Yes,Yes,3,2,More training resources,Yes,3
1435,2022,1628,No,Yes,4,2,Better communication from management,No,4
1435,2023,1629,No,No,4,2,Better communication from management,No,3
1436,2019,1630,Yes,No,2,2,More training resources,Yes,5
1436,2020,1631,No,Yes,1,3,Improved work-life balance,No,3
1436,2021,1632,No,Yes,1,4,Improved work-life balance,Yes,4
1436,2022,1633,Yes,Yes,3,5,More training resources,Yes,4
1436,2023,1634,No,Yes,4,2,Improved work-life balance,Yes,1
1437,2022,1635,No,Yes,3,3,More training resources,No,5
1437,2023,1636,No,Yes,2,4,More career growth opportunities,No,1
1438,2019,1637,No,No,5,4,More team collaboration opportunities,No,2
1438,2020,1638,Yes,Yes,3,4,More team collaboration opportunities,No,1
1438,2021,1639,No,Yes,1,1,More training resources,No,1
1438,2022,1640,Yes,No,5,1,More career growth opportunities,Yes,1
1438,2023,1641,No,Yes,2,5,Better communication from management,Yes,3
1439,2020,1642,No,Yes,5,3,More career growth opportunities,No,3
1439,2021,1643,No,Yes,5,1,More training resources,Yes,3
1439,2022,1644,No,No,3,2,More career growth opportunities,Yes,3
1439,2023,1645,No,Yes,5,1,More training resources,Yes,4
1440,2018,1646,Yes,Yes,4,1,More career growth opportunities,Yes,5
1440,2019,1647,No,No,3,1,More training resources,Yes,2
1440,2020,1648,Yes,No,5,1,Better communication from management,No,3
1440,2021,1649,Yes,Yes,4,5,More career growth opportunities,Yes,2
1440,2022,1650,Yes,No,3,4,More career growth opportunities,Yes,1
1440,2023,1651,Yes,Yes,3,2,Improved work-life balance,Yes,4
1441,2022,1652,No,No,3,4,More training resources,No,5
1441,2023,1653,No,No,3,2,Better communication from management,Yes,5
1442,2020,1654,Yes,Yes,4,4,Improved work-life balance,Yes,4
1442,2021,1655,No,No,1,1,Better communication from management,Yes,4
1442,2022,1656,Yes,No,5,5,More team collaboration opportunities,Yes,4
1442,2023,1657,No,No,2,2,More training resources,No,5
1443,2022,1658,No,Yes,3,4,More career growth opportunities,No,3
1443,2023,1659,Yes,No,3,5,Improved work-life balance,No,2
1444,2022,1660,Yes,Yes,4,2,More career growth opportunities,Yes,5
1444,2023,1661,No,No,1,2,Better communication from management,Yes,1
1445,2019,1662,Yes,Yes,2,4,More training resources,Yes,5
1446,2020,1663,Yes,No,1,2,More training resources,Yes,1
1446,2021,1664,No,No,3,4,More team collaboration opportunities,No,2
1446,2022,1665,Yes,No,5,1,More training resources,Yes,4
1446,2023,1666,No,Yes,5,5,Improved work-life balance,Yes,3
1447,2018,1667,No,Yes,3,4,Better communication from management,No,3
1447,2019,1668,Yes,Yes,1,1,Improved work-life balance,Yes,5
1447,2020,1669,Yes,Yes,1,1,More team collaboration opportunities,No,4
1447,2021,1670,Yes,Yes,4,4,Better communication from management,Yes,5
1447,2022,1671,No,No,1,4,Better communication from management,Yes,5
1447,2023,1672,No,Yes,3,4,More career growth opportunities,Yes,1
1448,2018,1673,Yes,No,2,3,Improved work-life balance,Yes,3
1448,2019,1674,No,No,4,4,Better communication from management,Yes,4
1448,2020,1675,Yes,No,3,3,Improved work-life balance,Yes,5
1448,2021,1676,No,No,4,1,Improved work-life balance,Yes,4
1448,2022,1677,No,Yes,5,3,Improved work-life balance,Yes,3
1448,2023,1678,Yes,Yes,4,1,More team collaboration opportunities,Yes,1
1449,2019,1679,Yes,No,5,4,More team collaboration opportunities,No,1
1449,2020,1680,Yes,No,2,5,More team collaboration opportunities,No,3
1449,2021,1681,Yes,Yes,3,5,More team collaboration opportunities,Yes,5
1449,2022,1682,Yes,Yes,2,2,Better communication from management,Yes,4
1449,2023,1683,No,No,4,1,More team collaboration opportunities,Yes,2
1450,2020,1684,Yes,No,1,4,Better communication from management,No,4
1450,2021,1685,No,Yes,1,2,Better communication from management,Yes,1
1450,2022,1686,No,Yes,1,4,Improved work-life balance,No,4
1450,2023,1687,No,Yes,2,5,More team collaboration opportunities,No,5
1451,2021,1688,Yes,Yes,4,2,More training resources,No,3
1451,2022,1689,Yes,Yes,1,5,More career growth opportunities,No,4
1451,2023,1690,Yes,No,3,4,Better communication from management,No,4
1452,2020,1691,No,Yes,5,1,More career growth opportunities,No,3
1452,2021,1692,Yes,No,5,4,More career growth opportunities,Yes,3
1452,2022,1693,Yes,Yes,5,2,More career growth opportunities,Yes,2
1452,2023,1694,Yes,Yes,5,1,More career growth opportunities,Yes,4
1453,2018,1695,Yes,Yes,5,5,More training resources,Yes,3
1453,2019,1696,No,No,3,3,More career growth opportunities,No,5
1453,2020,1697,No,No,4,1,More training resources,No,2
1454,2018,1698,No,No,3,4,More training resources,No,5
1454,2019,1699,Yes,No,4,5,More training resources,Yes,3
1454,2020,1700,Yes,No,1,4,More career growth opportunities,Yes,3
1454,2021,1701,Yes,Yes,1,1,More career growth opportunities,Yes,3
1454,2022,1702,No,Yes,5,1,Improved work-life balance,Yes,1
1454,2023,1703,Yes,Yes,3,4,Improved work-life balance,No,1
1455,2022,1704,No,Yes,2,3,More career growth opportunities,No,4
1455,2023,1705,No,No,1,4,Better communication from management,Yes,1
1456,2020,1706,Yes,Yes,3,5,Better communication from management,No,1
1456,2021,1707,Yes,No,3,3,More training resources,Yes,5
1456,2022,1708,No,Yes,3,4,More career growth opportunities,Yes,1
1456,2023,1709,No,No,1,4,More career growth opportunities,No,1
1457,2018,1710,No,Yes,2,5,Better communication from management,Yes,5
1457,2019,1711,No,No,1,4,More team collaboration opportunities,No,1
1457,2020,1712,No,Yes,4,4,More training resources,Yes,4
1457,2021,1713,Yes,Yes,5,3,More training resources,No,2
1457,2022,1714,Yes,No,4,3,Better communication from management,No,1
1457,2023,1715,No,No,5,3,More career growth opportunities,Yes,5
1458,2022,1716,Yes,No,1,5,Improved work-life balance,No,1
1458,2023,1717,Yes,Yes,4,3,More career growth opportunities,Yes,3
1459,2019,1718,Yes,No,1,3,More career growth opportunities,Yes,3
1459,2020,1719,No,No,2,1,More training resources,No,3
1459,2021,1720,Yes,Yes,4,4,More career growth opportunities,Yes,3
1459,2022,1721,Yes,Yes,3,5,More career growth opportunities,No,5
1459,2023,1722,Yes,No,4,1,More career growth opportunities,No,2
1461,2018,1723,Yes,Yes,2,5,More training resources,No,5
1461,2019,1724,Yes,Yes,3,3,More team collaboration opportunities,No,3
1461,2020,1725,Yes,Yes,4,1,More training resources,No,5
1461,2021,1726,No,Yes,3,2,Better communication from management,No,5
1462,2019,1727,No,No,4,1,Better communication from management,Yes,3
1462,2020,1728,Yes,Yes,5,4,Improved work-life balance,No,2
1462,2021,1729,No,Yes,3,1,Better communication from management,Yes,4
1462,2022,1730,No,Yes,5,3,More team collaboration opportunities,No,5
1462,2023,1731,Yes,Yes,5,4,More training resources,No,5
1463,2021,1732,No,Yes,1,5,More career growth opportunities,Yes,3
1463,2022,1733,No,No,4,5,Better communication from management,No,3
1463,2023,1734,No,No,2,5,Better communication from management,No,5
1464,2019,1735,No,No,2,3,Better communication from management,No,3
1464,2020,1736,Yes,No,5,2,More career growth opportunities,No,5
1464,2021,1737,No,Yes,5,1,More career growth opportunities,No,3
1464,2022,1738,No,Yes,2,1,Improved work-life balance,Yes,1
1465,2022,1739,Yes,No,3,2,More training resources,Yes,2
1465,2023,1740,No,No,1,4,More training resources,No,3
1466,2022,1741,Yes,No,2,1,More training resources,Yes,1
1466,2023,1742,Yes,Yes,1,1,More career growth opportunities,Yes,3
1467,2021,1743,No,Yes,5,5,Better communication from management,Yes,1
1467,2022,1744,Yes,No,2,4,Better communication from management,No,3
1467,2023,1745,No,Yes,1,1,Improved work-life balance,Yes,4
1468,2019,1746,Yes,Yes,1,1,Improved work-life balance,Yes,4
1468,2020,1747,No,No,4,2,More team collaboration opportunities,Yes,5
1468,2021,1748,Yes,Yes,2,5,More career growth opportunities,Yes,3
1468,2022,1749,No,No,2,1,Improved work-life balance,Yes,4
1468,2023,1750,No,No,2,1,More career growth opportunities,No,5
1469,2018,1751,No,Yes,1,1,Improved work-life balance,Yes,5
1469,2019,1752,Yes,Yes,1,2,More team collaboration opportunities,Yes,3
1469,2020,1753,Yes,No,5,5,Better communication from management,Yes,5
1469,2021,1754,No,No,1,3,Improved work-life balance,No,4
1469,2022,1755,No,No,1,2,More training resources,No,5
1469,2023,1756,No,Yes,4,3,More team collaboration opportunities,Yes,4
1470,2018,1757,Yes,No,4,5,More training resources,Yes,2
1470,2019,1758,Yes,Yes,5,3,More career growth opportunities,Yes,2
1470,2020,1759,No,Yes,5,4,More team collaboration opportunities,Yes,1
1470,2021,1760,No,No,2,2,More career growth opportunities,No,1
1470,2022,1761,No,Yes,5,5,Better communication from management,No,5
1470,2023,1762,No,No,2,1,More career growth opportunities,No,2
1471,2022,1763,Yes,No,2,1,Improved work-life balance,No,3
1471,2023,1764,No,Yes,4,3,Improved work-life balance,Yes,2
1472,2021,1765,No,No,3,1,More team collaboration opportunities,No,5
1472,2022,1766,No,No,5,2,More training resources,No,4
1472,2023,1767,No,Yes,4,5,More career growth opportunities,Yes,5
1473,2019,1768,Yes,Yes,3,3,Improved work-life balance,Yes,3
1473,2020,1769,No,No,4,4,More training resources,No,4
1473,2021,1770,Yes,No,4,1,More team collaboration opportunities,No,1
1473,2022,1771,Yes,No,2,4,More career growth opportunities,No,4
1473,2023,1772,No,No,2,5,More team collaboration opportunities,Yes,1
1474,2018,1773,Yes,Yes,1,3,More training resources,Yes,4
1474,2019,1774,Yes,Yes,3,5,More team collaboration opportunities,No,5
1474,2020,1775,No,Yes,5,5,Improved work-life balance,No,4
1474,2021,1776,No,Yes,5,2,More training resources,No,4
1474,2022,1777,No,Yes,1,5,Better communication from management,Yes,5
1474,2023,1778,No,Yes,1,3,More training resources,Yes,4
1475,2021,1779,No,Yes,3,2,More training resources,No,3
1475,2022,1780,No,No,1,3,Improved work-life balance,Yes,5
1475,2023,1781,No,No,2,5,More team collaboration opportunities,No,4
1476,2022,1782,Yes,Yes,4,1,Better communication from management,Yes,5
1476,2023,1783,Yes,No,5,4,Better communication from management,Yes,5
1477,2020,1784,Yes,No,5,4,Improved work-life balance,No,2
1477,2021,1785,No,No,2,5,More career growth opportunities,Yes,2
1477,2022,1786,No,No,5,4,More team collaboration opportunities,Yes,2
1477,2023,1787,No,No,5,5,More team collaboration opportunities,Yes,1
1478,2018,1788,No,No,3,1,Improved work-life balance,No,4
1478,2019,1789,Yes,Yes,5,2,More training resources,Yes,2
1478,2020,1790,No,Yes,4,2,More team collaboration opportunities,Yes,1
1478,2021,1791,No,Yes,4,5,Better communication from management,No,1
1478,2022,1792,Yes,Yes,5,1,More career growth opportunities,Yes,1
1478,2023,1793,Yes,No,1,1,More career growth opportunities,Yes,4
1479,2019,1794,Yes,No,3,5,More team collaboration opportunities,No,3
1479,2020,1795,Yes,No,1,3,More career growth opportunities,No,5
1479,2021,1796,No,Yes,4,1,More team collaboration opportunities,No,5
1479,2022,1797,Yes,No,3,4,More team collaboration opportunities,No,5
1479,2023,1798,Yes,No,3,4,More career growth opportunities,Yes,5
1480,2018,1799,No,Yes,1,1,Better communication from management,Yes,4
1480,2019,1800,Yes,Yes,5,4,More career growth opportunities,Yes,1
1480,2020,1801,No,No,1,1,More career growth opportunities,No,2
1480,2021,1802,No,Yes,5,4,More career growth opportunities,Yes,5
1480,2022,1803,No,No,4,2,More team collaboration opportunities,Yes,5
1480,2023,1804,Yes,No,5,5,More training resources,Yes,3
1481,2020,1805,No,Yes,1,5,Better communication from management,No,4
1481,2021,1806,No,No,4,3,More team collaboration opportunities,Yes,5
1481,2022,1807,Yes,Yes,3,3,Improved work-life balance,No,5
1481,2023,1808,No,Yes,4,4,Improved work-life balance,Yes,1
1482,2018,1809,No,No,5,2,More career growth opportunities,Yes,1
1482,2019,1810,Yes,No,3,3,More team collaboration opportunities,Yes,4
1482,2020,1811,No,Yes,4,3,More training resources,No,4
1482,2021,1812,No,Yes,4,3,Improved work-life balance,No,1
1482,2022,1813,No,No,1,1,More career growth opportunities,Yes,4
1482,2023,1814,Yes,No,3,4,More team collaboration opportunities,No,3
1483,2018,1815,Yes,No,3,1,More career growth opportunities,No,2
1483,2019,1816,No,Yes,5,3,More training resources,Yes,5
1483,2020,1817,Yes,Yes,4,1,Better communication from management,No,2
1483,2021,1818,No,Yes,2,1,More team collaboration opportunities,No,4
1483,2022,1819,Yes,No,3,1,Improved work-life balance,No,4
1483,2023,1820,Yes,Yes,3,1,Better communication from management,Yes,4
1484,2020,1821,No,No,3,3,More team collaboration opportunities,No,2
1484,2021,1822,No,No,1,2,Better communication from management,No,5
1484,2022,1823,No,No,1,1,Improved work-life balance,No,3
1484,2023,1824,Yes,Yes,3,1,More career growth opportunities,Yes,3
1485,2020,1825,Yes,No,5,2,Better communication from management,Yes,4
1485,2021,1826,No,Yes,2,1,More team collaboration opportunities,No,2
1485,2022,1827,Yes,No,4,4,More training resources,Yes,5
1485,2023,1828,No,No,1,2,More team collaboration opportunities,Yes,2
1486,2018,1829,Yes,Yes,5,2,More training resources,Yes,1
1486,2019,1830,No,No,4,1,Better communication from management,No,1
1486,2020,1831,Yes,No,2,4,Improved work-life balance,No,4
1486,2021,1832,Yes,Yes,5,3,Improved work-life balance,No,5
1486,2022,1833,Yes,Yes,3,1,More training resources,No,4
1486,2023,1834,Yes,Yes,4,5,Better communication from management,No,3
1488,2022,1835,Yes,Yes,2,1,Improved work-life balance,No,2
1488,2023,1836,Yes,No,3,1,More career growth opportunities,No,3
1489,2022,1837,Yes,No,1,3,Better communication from management,No,4
1489,2023,1838,No,No,4,1,More career growth opportunities,Yes,5
1490,2020,1839,Yes,No,1,2,More career growth opportunities,No,2
1490,2021,1840,No,Yes,4,4,Better communication from management,Yes,4
1490,2022,1841,No,Yes,1,4,More training resources,No,2
1490,2023,1842,Yes,No,1,4,More team collaboration opportunities,Yes,1
1491,2021,1843,No,Yes,5,2,Better communication from management,No,4
1491,2022,1844,No,No,4,4,More career growth opportunities,No,1
1491,2023,1845,Yes,No,2,2,More career growth opportunities,No,5
1492,2021,1846,Yes,Yes,1,1,More career growth opportunities,No,2
1492,2022,1847,Yes,No,2,3,More career growth opportunities,Yes,1
1492,2023,1848,Yes,Yes,3,2,Improved work-life balance,No,4
1493,2022,1849,No,Yes,5,3,More career growth opportunities,No,4
1493,2023,1850,No,Yes,3,4,More training resources,Yes,3
1494,2019,1851,Yes,No,5,1,Improved work-life balance,Yes,5
1494,2020,1852,Yes,No,5,4,Improved work-life balance,No,4
1494,2021,1853,Yes,No,5,5,More training resources,Yes,1
1494,2022,1854,No,No,3,1,Improved work-life balance,No,5
1494,2023,1855,No,Yes,3,5,More team collaboration opportunities,Yes,3
1495,2019,1856,Yes,No,3,1,More career growth opportunities,Yes,4
1495,2020,1857,No,Yes,1,4,More team collaboration opportunities,Yes,3
1495,2021,1858,Yes,No,3,1,More career growth opportunities,Yes,4
1495,2022,1859,No,Yes,5,2,More career growth opportunities,No,5
1495,2023,1860,No,No,1,5,More career growth opportunities,Yes,1
1496,2022,1861,No,No,3,2,Improved work-life balance,No,5
1496,2023,1862,No,Yes,3,5,More training resources,No,2
1497,2022,1863,Yes,No,1,2,Better communication from management,Yes,2
1497,2023,1864,No,Yes,4,5,Better communication from management,Yes,1
1498,2021,1865,Yes,Yes,1,4,More career growth opportunities,Yes,3
1498,2022,1866,No,No,4,1,More training resources,Yes,1
1498,2023,1867,No,Yes,3,4,More training resources,No,2
1499,2021,1868,Yes,No,1,2,Improved work-life balance,Yes,4
1499,2022,1869,Yes,No,3,1,Better communication from management,Yes,3
1499,2023,1870,Yes,No,2,3,More career growth opportunities,Yes,1
1500,2020,1871,No,No,4,5,More career growth opportunities,Yes,1
1500,2021,1872,No,Yes,3,2,Better communication from management,Yes,5
1500,2022,1873,Yes,Yes,5,5,Improved work-life balance,Yes,3
1500,2023,1874,Yes,No,1,4,Improved work-life balance,Yes,1
1501,2019,1875,No,No,5,4,Better communication from management,No,4
1501,2020,1876,No,No,5,2,More career growth opportunities,Yes,4
1501,2021,1877,Yes,No,3,5,Improved work-life balance,No,4
1501,2022,1878,Yes,Yes,4,3,Improved work-life balance,Yes,1
1501,2023,1879,No,No,1,4,Improved work-life balance,No,2
1502,2020,1880,Yes,No,1,2,Improved work-life balance,Yes,1
1502,2021,1881,No,Yes,4,4,Improved work-life balance,No,1
1502,2022,1882,Yes,Yes,1,2,Improved work-life balance,Yes,5
1502,2023,1883,No,No,4,1,Better communication from management,No,4
1503,2021,1884,No,No,2,1,More team collaboration opportunities,Yes,5
1503,2022,1885,No,No,3,2,Better communication from management,No,3
1503,2023,1886,No,Yes,3,2,Better communication from management,No,2
1504,2020,1887,Yes,Yes,1,1,Improved work-life balance,No,3
1504,2021,1888,No,No,1,1,More training resources,Yes,3
1504,2022,1889,Yes,No,3,5,Improved work-life balance,No,1
1504,2023,1890,Yes,Yes,3,4,Better communication from management,No,4
1505,2022,1891,Yes,Yes,2,2,Better communication from management,No,3
1505,2023,1892,No,Yes,4,1,Improved work-life balance,No,1
1506,2020,1893,Yes,No,1,5,Improved work-life balance,Yes,5
1506,2021,1894,No,No,1,4,More team collaboration opportunities,No,3
1506,2022,1895,No,No,1,4,More career growth opportunities,No,1
1506,2023,1896,Yes,Yes,1,5,More training resources,No,5
1507,2021,1897,No,Yes,3,2,More career growth opportunities,No,2
1507,2022,1898,Yes,Yes,3,5,Improved work-life balance,No,3
1507,2023,1899,Yes,Yes,3,2,More training resources,No,2
1508,2022,1900,No,No,3,4,Better communication from management,No,2
1508,2023,1901,No,No,5,1,More career growth opportunities,No,2
1509,2020,1902,No,No,4,3,More training resources,Yes,3
1509,2021,1903,Yes,Yes,2,3,More team collaboration opportunities,No,4
1509,2022,1904,No,Yes,4,3,Improved work-life balance,Yes,2
1509,2023,1905,No,Yes,1,2,More career growth opportunities,No,4
1510,2022,1906,No,No,4,4,Better communication from management,Yes,3
1510,2023,1907,Yes,Yes,1,5,More career growth opportunities,No,4
1511,2022,1908,No,Yes,5,3,Better communication from management,Yes,4
1511,2023,1909,No,No,2,5,More training resources,No,1
1512,2021,1910,No,No,3,4,Improved work-life balance,Yes,3
1512,2022,1911,Yes,Yes,5,4,More training resources,Yes,1
1512,2023,1912,No,No,2,4,Improved work-life balance,Yes,4
1513,2019,1913,No,No,5,2,More team collaboration opportunities,Yes,5
1513,2020,1914,No,No,2,2,More training resources,No,2
1513,2021,1915,Yes,Yes,4,1,Improved work-life balance,No,4
1513,2022,1916,Yes,No,5,2,More training resources,No,5
1513,2023,1917,No,Yes,1,4,More training resources,No,4
1514,2018,1918,No,Yes,4,5,Improved work-life balance,Yes,2
1514,2019,1919,Yes,No,3,5,Better communication from management,Yes,5
1514,2020,1920,No,No,5,2,Improved work-life balance,Yes,1
1514,2021,1921,No,Yes,1,2,More team collaboration opportunities,Yes,2
1514,2022,1922,No,No,3,4,Improved work-life balance,No,5
1514,2023,1923,Yes,Yes,1,2,Improved work-life balance,Yes,3
1515,2019,1924,No,No,3,4,More team collaboration opportunities,No,5
1516,2019,1925,Yes,No,4,1,More career growth opportunities,No,3
1516,2020,1926,Yes,No,4,3,More career growth opportunities,Yes,4
1516,2021,1927,No,Yes,5,1,More team collaboration opportunities,Yes,3
1516,2022,1928,No,Yes,4,3,More team collaboration opportunities,Yes,1
1516,2023,1929,No,No,1,2,More team collaboration opportunities,Yes,3
1517,2018,1930,No,Yes,3,5,More team collaboration opportunities,No,4
1517,2019,1931,Yes,Yes,4,1,Improved work-life balance,Yes,3
1517,2020,1932,No,No,5,3,Improved work-life balance,Yes,2
1517,2021,1933,No,Yes,5,3,Better communication from management,Yes,5
1517,2022,1934,No,No,1,3,More training resources,No,4
1517,2023,1935,Yes,No,1,1,More training resources,No,2
1518,2019,1936,No,Yes,4,3,Improved work-life balance,Yes,3
1518,2020,1937,No,Yes,2,4,More career growth opportunities,Yes,2
1518,2021,1938,Yes,No,5,5,Improved work-life balance,No,3
1518,2022,1939,Yes,Yes,4,2,More career growth opportunities,No,3
1518,2023,1940,Yes,No,5,5,More career growth opportunities,Yes,2
1519,2018,1941,No,Yes,4,3,Improved work-life balance,No,2
1519,2019,1942,No,No,2,1,More training resources,No,1
1519,2020,1943,Yes,Yes,5,2,More team collaboration opportunities,No,1
1519,2021,1944,No,No,4,1,More team collaboration opportunities,Yes,5
1519,2022,1945,No,Yes,1,3,Better communication from management,Yes,4
1519,2023,1946,No,No,4,5,More career growth opportunities,Yes,3
1520,2021,1947,No,No,2,1,More training resources,No,2
1520,2022,1948,No,Yes,1,2,More career growth opportunities,Yes,5
1520,2023,1949,Yes,No,3,4,More team collaboration opportunities,No,5
1521,2018,1950,No,No,4,3,Better communication from management,Yes,4
1521,2019,1951,Yes,Yes,5,4,Improved work-life balance,No,1
1521,2020,1952,No,No,4,3,More team collaboration opportunities,No,3
1521,2021,1953,No,No,5,5,Better communication from management,No,4
1521,2022,1954,No,Yes,1,5,More team collaboration opportunities,No,4
1521,2023,1955,No,No,5,2,More training resources,Yes,5
1522,2019,1956,No,No,4,4,More training resources,No,3
1522,2020,1957,No,Yes,1,3,Improved work-life balance,Yes,3
1522,2021,1958,Yes,Yes,4,5,More team collaboration opportunities,No,4
1522,2022,1959,No,No,1,1,Improved work-life balance,Yes,3
1522,2023,1960,Yes,Yes,4,3,More training resources,No,2
1523,2020,1961,No,No,5,3,Improved work-life balance,Yes,1
1523,2021,1962,No,No,1,2,More team collaboration opportunities,No,4
1523,2022,1963,No,No,5,3,Improved work-life balance,No,5
1523,2023,1964,Yes,No,4,4,More career growth opportunities,No,1
1524,2018,1965,No,No,2,2,Improved work-life balance,No,4
1524,2019,1966,No,Yes,2,2,More team collaboration opportunities,No,3
1524,2020,1967,No,Yes,5,1,Better communication from management,Yes,5
1524,2021,1968,No,Yes,1,5,Better communication from management,Yes,2
1524,2022,1969,Yes,Yes,5,1,More training resources,No,5
1524,2023,1970,No,No,2,1,More training resources,No,1
