Employee ID,Performance Review Year,Performance Rating,Projects Handled,Project Target,Working Hours,Overtime,Team Size,Potential Rating,Satisfaction Score,Incentive Amount ($),Bonus ($)
1268,2020,3,10,14,1818,168,7,High,5,1644.55,2245.1
1268,2021,1,11,14,1950,101,6,Moderate,3,764.91,914.54
1268,2022,1,10,14,1711,169,19,High,4,710.01,890.72
1268,2023,1,10,11,1779,265,1,Low,1,789.59,933.3
1269,2018,1,10,10,1518,138,4,Moderate,1,765.36,1000.0
1269,2019,2,12,14,2094,258,14,Low,5,1530.04,1876.02
1269,2020,5,12,12,2201,226,17,High,5,4801.94,5000.0
1269,2021,3,10,13,1719,195,14,Low,5,2141.29,2682.97
1269,2022,2,10,11,2088,112,1,Low,5,1730.87,1931.09
1269,2023,2,10,15,2146,132,19,Moderate,5,1021.58,1598.71
1270,2021,1,10,10,2157,28,2,High,2,793.13,1000.0
1270,2022,4,12,13,1850,299,10,Low,3,3535.64,3837.48
1270,2023,3,11,11,1835,53,16,High,5,2793.7,3261.92
1271,2022,4,10,10,2001,223,6,High,5,2745.67,4000.0
1271,2023,3,10,12,1715,212,20,Low,5,2137.88,2947.77
1272,2019,1,10,14,2158,122,18,High,1,596.45,844.81
1272,2020,4,12,15,1968,279,2,Low,5,2681.19,4612.18
1272,2021,3,10,15,1816,135,12,Moderate,4,1698.59,2082.85
1272,2022,5,11,11,2116,28,8,High,5,2856.96,5000.0
1272,2023,3,10,13,1911,65,14,Low,3,1840.5,2449.04
1273,2020,3,11,13,2169,156,9,Moderate,4,1706.22,3077.98
1273,2021,3,10,10,1957,31,4,Low,3,1901.66,3000.0
1273,2022,1,12,14,1830,195,15,Moderate,2,757.27,1065.96
1273,2023,4,11,11,1902,223,15,Moderate,5,3040.46,4218.12
1274,2019,3,11,14,1948,6,3,Moderate,2,1776.42,3069.45
1274,2020,2,11,15,2086,218,2,High,2,1282.81,1534.5
1274,2021,5,10,10,2180,50,12,Low,3,4822.53,5000.0
1274,2022,2,10,13,2127,183,12,High,3,1087.74,1659.95
1274,2023,3,10,11,2305,71,2,High,4,2116.37,2960.95
1275,2021,2,10,10,1689,222,10,High,5,1420.96,2000.0
1275,2022,2,10,15,1492,245,20,Low,5,1259.84,1850.41
1275,2023,3,10,15,1947,269,4,Moderate,3,1679.67,2923.44
1276,2020,1,10,10,1802,173,11,Low,2,625.17,1000.0
1277,2019,1,10,11,1755,160,13,Low,2,745.65,928.2
1277,2020,2,11,11,2002,53,19,High,3,1605.37,2116.83
1277,2021,1,10,13,1977,78,14,Moderate,3,560.86,803.45
1277,2022,3,10,14,2136,138,8,Low,5,1773.0,2172.85
1277,2023,3,10,13,1715,253,1,Low,3,1594.88,2735.3
1278,2020,3,11,15,1562,129,10,High,5,1769.7,2655.65
1278,2021,4,12,15,1944,266,3,High,4,2690.8,4502.95
1278,2022,5,10,14,2154,181,14,Low,5,2967.45,4440.54
1278,2023,1,10,10,1874,63,17,Moderate,4,804.64,1000.0
1279,2021,3,10,10,2208,4,18,Moderate,5,1747.07,3000.0
1279,2022,1,10,10,1810,14,13,High,1,616.72,1000.0
1279,2023,3,11,12,1812,59,19,Low,5,1838.95,2924.0
1280,2022,2,11,15,1716,290,12,Low,5,1156.6,1913.07
1280,2023,2,11,15,1940,179,6,Moderate,5,1425.65,1876.77
1281,2021,4,11,15,1838,67,6,High,5,2827.27,4180.16
1281,2022,1,10,10,2134,38,9,Low,2,843.35,1000.0
1281,2023,3,10,15,1864,272,16,High,4,1632.91,2582.74
1282,2020,4,12,13,1784,205,12,Moderate,5,2610.23,4673.41
1282,2021,3,10,11,1500,159,6,High,3,2020.11,2763.84
1282,2022,1,12,15,1909,113,13,Low,3,759.5,1087.6
1282,2023,5,12,15,2247,2,8,Moderate,5,3732.53,4338.95
1283,2021,2,11,11,1855,188,9,High,2,1580.69,2146.65
1283,2022,2,10,13,1922,99,5,Low,2,1071.89,1964.43
1283,2023,2,11,12,1879,117,2,High,3,1147.71,1882.25
1284,2019,1,12,12,1971,236,1,Moderate,5,772.82,1092.79
1284,2020,1,12,15,2023,98,11,High,3,611.29,1149.92
1284,2021,1,10,15,2072,65,20,Low,3,514.81,760.08
1284,2022,3,12,15,2242,249,18,Low,4,1968.47,3168.72
1284,2023,4,10,14,2188,202,3,High,5,2147.52,3637.81
1285,2021,4,10,12,1940,120,8,High,3,2730.26,3371.18
1285,2022,4,12,15,1920,287,17,High,3,3045.89,4775.21
1285,2023,2,10,12,1418,102,9,Moderate,4,1331.16,1905.12
1286,2018,3,12,12,1782,260,19,Low,2,1924.58,3008.08
1286,2019,2,10,15,1993,82,4,Low,4,1205.44,1500.58
1286,2020,3,10,13,2111,34,12,High,5,2120.08,2316.26
1286,2021,4,10,13,1989,119,14,Moderate,5,2427.86,3958.56
1286,2022,3,10,14,2074,175,2,Low,5,2116.25,2912.38
1286,2023,4,10,11,2171,282,4,High,3,2556.76,3784.77
1287,2022,5,12,14,1883,204,8,High,3,3121.59,4999.5
1287,2023,4,12,13,1807,176,10,High,5,2622.63,4603.42
1288,2019,1,11,15,2012,232,18,Low,2,606.36,1027.3
1288,2020,3,11,13,2269,268,3,Moderate,4,1704.43,3123.35
1288,2021,3,10,11,1744,68,19,Moderate,5,1959.68,2896.59
1288,2022,1,10,10,1929,195,9,High,3,542.02,1000.0
1288,2023,2,11,11,1821,49,12,Low,3,1343.33,2171.61
1289,2019,4,11,13,2034,181,8,High,3,2722.98,3759.04
1289,2020,1,10,10,1789,64,17,High,4,593.72,1000.0
1289,2021,1,12,15,2150,2,16,Moderate,5,790.38,913.04
1289,2022,1,11,15,2214,28,19,High,1,695.57,960.74
1289,2023,1,12,15,1901,257,18,High,5,780.47,1176.47
1290,2020,1,10,10,2266,1,18,High,3,648.93,1000.0
1290,2021,3,11,11,2269,104,20,High,5,2108.5,3192.62
1290,2022,2,10,11,2165,272,12,Moderate,4,1505.98,1957.63
1290,2023,1,12,13,2079,168,1,High,2,601.03,1163.31
1291,2020,1,12,12,2184,232,2,Moderate,2,958.2,1093.46
1291,2021,3,10,11,1690,58,1,High,5,2178.12,2993.41
1291,2022,2,11,15,1884,99,14,High,5,1365.42,2006.65
1291,2023,4,11,13,1882,251,13,Low,5,2720.56,3722.37
1292,2021,1,11,12,2022,277,5,High,3,855.47,931.32
1292,2022,1,10,11,1708,67,16,Moderate,5,555.31,928.37
1292,2023,4,11,11,1601,196,11,Low,5,2504.58,4024.08
1293,2019,1,12,14,1519,177,12,Moderate,1,680.42,1042.77
1293,2020,1,10,15,1848,10,16,Moderate,1,635.78,891.14
1293,2021,3,12,12,1662,137,6,Moderate,2,2344.24,3400.65
1293,2022,3,10,14,1964,70,9,Low,2,1518.43,2701.13
1294,2022,1,12,14,1957,107,17,Moderate,4,678.23,932.65
1294,2023,3,10,13,1784,249,12,Low,3,1858.96,2647.71
1295,2022,1,11,14,1919,273,13,High,5,696.13,1068.88
1295,2023,2,10,10,2043,194,19,Low,5,1466.74,2000.0
1296,2021,4,11,15,2064,4,15,Low,5,2751.68,3489.61
1298,2019,2,12,13,1869,70,8,Moderate,4,1766.86,2271.63
1298,2020,4,10,12,2078,118,3,Moderate,4,2347.36,3683.16
1298,2021,2,10,14,1944,124,7,High,2,1002.08,1513.09
1298,2022,1,12,15,1625,218,6,High,2,720.1,927.22
1298,2023,4,12,12,1731,264,4,High,4,3460.23,4629.25
1299,2020,4,10,10,2042,262,17,High,4,2153.01,4000.0
1299,2021,1,10,10,1789,7,7,High,1,773.86,1000.0
1299,2022,1,10,11,2053,278,8,Moderate,2,593.29,984.75
1299,2023,2,10,14,1823,5,18,Low,2,1034.83,1653.5
1300,2020,3,10,14,2226,291,18,Moderate,5,1525.12,2379.4
1300,2021,3,12,13,2166,227,13,Moderate,3,1899.83,2910.36
1300,2022,1,10,12,2106,224,4,Moderate,1,670.72,905.61
1300,2023,3,10,10,2276,220,13,Low,2,1989.76,3000.0
1301,2021,2,11,12,1818,98,11,High,5,1649.48,2196.06
1301,2022,1,10,14,1971,170,19,Moderate,5,657.43,763.96
1301,2023,2,10,10,2043,271,13,Moderate,3,1724.98,2000.0
1302,2021,3,10,12,1878,219,19,Moderate,5,2309.98,2590.57
1303,2019,3,12,12,2084,30,5,Low,4,2213.02,3403.3
1303,2020,3,10,12,1706,12,14,Low,4,1509.11,2720.91
1303,2021,1,10,15,1931,151,18,Moderate,3,587.83,904.49
1303,2022,2,10,15,1933,144,6,High,5,1003.41,1612.85
1303,2023,4,12,15,1568,41,17,Moderate,5,2934.06,4595.29
1304,2018,1,10,15,1587,102,8,Moderate,2,547.45,694.22
1304,2019,2,11,11,1859,273,12,Moderate,4,1800.86,2044.57
1304,2020,3,10,10,2001,79,7,High,5,2184.26,3000.0
1304,2021,3,11,12,1707,290,15,Moderate,4,2518.77,3096.76
1304,2022,1,10,11,1452,8,20,Low,2,599.57,935.25
1304,2023,3,10,11,1948,83,7,Moderate,3,2054.15,2738.39
1305,2018,3,11,15,1945,10,16,Low,3,2083.52,2634.29
1305,2019,2,11,11,1615,249,11,High,5,1506.79,2056.56
1305,2020,3,12,12,1864,26,10,Low,2,2083.66,3175.11
1305,2021,1,11,11,1796,199,17,Moderate,4,941.63,1006.4
1305,2022,2,10,11,1941,73,20,Moderate,5,1553.13,1965.6
1305,2023,1,12,15,1981,10,13,High,5,735.72,1190.4
1306,2019,2,11,11,1991,281,12,High,5,1904.26,2063.81
1306,2020,1,11,12,1784,170,4,Low,2,776.5,1084.04
1306,2021,1,11,12,2014,207,6,Moderate,3,828.92,969.8
1306,2022,4,11,11,2251,297,11,High,5,3761.28,4172.75
1306,2023,4,11,11,1911,238,1,Moderate,4,2501.43,4096.64
1307,2022,2,10,11,2048,13,18,High,3,1221.15,1925.71
1307,2023,3,12,12,1763,56,10,Moderate,4,2627.24,3015.45
1308,2018,4,11,11,1952,99,14,Low,3,2765.5,4114.9
1308,2019,1,12,14,1953,191,1,Low,5,633.83,923.56
1308,2020,4,10,14,1790,212,10,High,3,2582.77,3042.5
1308,2021,5,10,10,2093,265,13,Low,5,2503.57,5000.0
1308,2022,4,10,10,2095,121,17,Moderate,5,2935.03,4000.0
1308,2023,2,12,12,1650,174,19,Low,4,1520.29,2072.2
1309,2019,1,10,11,1944,143,2,High,4,880.68,965.71
1309,2020,4,10,14,1876,238,7,Low,3,2510.63,3095.04
1309,2021,2,12,12,1986,109,15,Moderate,3,1747.64,2094.65
1309,2022,1,11,13,1734,246,12,Low,5,551.63,934.9
1309,2023,4,10,10,1676,207,3,Moderate,5,3263.04,4000.0
1310,2022,4,10,10,1931,44,19,Low,5,3643.06,4000.0
1310,2023,2,12,12,2213,47,9,Low,3,1797.63,2175.31
1313,2019,1,11,11,1624,201,1,Moderate,2,883.76,1095.51
1313,2020,2,10,15,2014,270,12,High,5,1112.79,1356.02
1313,2021,3,10,10,1719,273,10,Low,4,1819.47,3000.0
1313,2022,1,12,15,1994,13,19,High,4,707.84,1154.33
1313,2023,3,10,14,1997,104,18,Moderate,5,2015.74,2633.68
1314,2018,2,10,12,1882,184,2,Moderate,3,1636.91,1990.74
1314,2019,1,11,11,2106,227,11,Moderate,2,735.92,1005.48
1314,2020,2,11,12,1897,184,15,Moderate,4,1102.84,2070.11
1314,2021,2,11,14,1708,174,7,Moderate,3,1113.92,1587.63
1314,2022,3,10,14,1983,51,11,Moderate,4,1768.16,2739.37
1314,2023,1,10,10,1952,130,14,High,3,923.28,1000.0
1315,2018,1,10,14,1713,214,6,High,2,647.32,864.76
1315,2019,2,12,12,2005,1,16,Moderate,2,1988.11,2132.35
1315,2020,3,12,15,1612,10,1,High,2,1838.97,3462.15
1315,2021,3,11,11,1649,43,10,Low,2,2230.32,3282.53
1315,2022,3,10,13,1734,119,11,Moderate,2,1785.91,2454.74
1315,2023,1,11,13,1494,54,18,Low,1,842.74,929.41
1316,2021,3,11,11,2233,182,10,Moderate,4,2300.82,3282.43
1316,2022,1,12,13,2095,227,20,Moderate,5,642.36,1000.35
1316,2023,1,10,10,2015,41,8,Low,1,671.26,1000.0
1317,2019,2,10,11,2183,263,20,High,3,1216.8,1973.08
1317,2020,4,11,11,2075,252,9,Moderate,5,3746.56,4217.51
1317,2021,1,12,13,1551,195,12,Low,2,754.63,1143.47
1317,2022,4,12,13,1593,221,15,High,5,2666.28,4224.17
1317,2023,1,11,11,1608,121,6,Moderate,4,920.22,1024.7
1318,2021,4,11,12,2277,24,15,Low,5,2602.08,4104.87
1318,2022,1,12,12,1572,243,10,High,2,631.07,1071.77
1318,2023,1,10,10,1985,255,13,High,4,831.03,1000.0
1319,2018,1,11,12,2285,29,8,High,3,806.97,1069.92
1319,2019,4,12,13,1943,79,16,High,3,2436.57,4479.45
1319,2020,1,10,10,1935,136,8,High,2,877.31,1000.0
1319,2021,3,11,12,2047,21,19,High,5,2310.85,2982.33
1319,2022,3,10,13,2290,144,15,Moderate,4,1752.41,2702.93
1319,2023,3,11,13,1825,133,10,Moderate,2,2181.43,2811.57
1320,2018,1,11,13,1795,94,18,High,3,790.13,944.61
1320,2019,3,10,10,2079,81,2,Low,3,2521.25,3000.0
1320,2020,2,11,12,1916,260,11,Low,3,1360.99,2128.53
1320,2021,4,11,14,1780,213,8,Moderate,4,2641.5,3930.35
1320,2022,3,11,13,2250,96,20,Moderate,3,2069.79,3219.46
1320,2023,2,10,12,1725,249,8,Low,5,1488.3,1679.02
1322,2019,1,10,15,1941,228,20,Low,3,565.78,917.93
1322,2020,1,10,12,1913,138,6,Low,5,809.1,891.56
1322,2021,4,11,15,2214,24,17,Moderate,5,2557.6,3592.55
1322,2022,2,11,12,1936,7,12,High,4,1629.4,2026.2
1322,2023,1,10,13,2019,49,17,Low,1,703.73,851.21
1323,2022,3,10,11,1913,115,19,Moderate,4,2010.02,2892.99
1323,2023,2,10,11,2081,102,16,High,5,1613.0,1940.89
1324,2022,3,10,11,2234,86,7,High,5,2240.43,2750.25
1324,2023,1,10,12,2032,290,7,Moderate,4,568.44,968.11
1325,2019,3,12,14,2112,166,20,Moderate,4,1892.59,2804.77
1325,2020,1,11,15,1825,157,3,Moderate,1,732.56,1070.85
1325,2021,2,10,11,1848,76,14,High,3,1719.39,1863.84
1325,2022,4,12,12,1980,23,6,Moderate,5,2826.1,4296.59
1325,2023,1,11,11,1948,35,13,Low,1,614.89,1088.63
1326,2021,4,12,14,1744,108,13,Moderate,5,2427.07,4209.11
1326,2022,1,10,11,1904,257,9,Moderate,2,894.69,960.8
1326,2023,3,12,15,2045,94,2,High,4,2289.34,3315.97
1327,2018,4,12,12,2116,7,14,Low,4,3983.66,4545.46
1327,2019,1,10,10,1805,295,16,High,5,917.56,1000.0
1327,2020,1,11,14,1771,68,16,Low,3,710.26,1041.02
1327,2021,4,11,11,1665,68,19,Moderate,5,3242.1,4269.8
1327,2022,3,12,15,2058,236,19,Moderate,5,1868.14,3066.17
1327,2023,2,10,10,2293,71,16,Moderate,4,1939.81,2000.0
1328,2021,3,10,11,1768,160,19,Moderate,5,2315.23,2923.26
1328,2022,3,10,10,2185,131,11,Low,3,2777.34,3000.0
1328,2023,1,10,15,1953,285,17,High,3,577.62,894.63
1329,2021,3,12,14,2162,268,11,Low,5,2268.45,3101.85
1329,2022,2,10,13,1633,291,14,Low,4,1450.97,1696.6
1329,2023,2,10,10,2125,242,11,Moderate,5,1533.74,2000.0
1330,2022,3,10,15,2279,86,10,High,5,1584.72,2926.12
1330,2023,4,12,14,2182,95,6,High,4,2874.93,3496.38
1332,2022,2,11,11,1682,192,12,Low,5,1794.62,2148.34
1332,2023,1,11,11,2134,233,11,High,5,685.78,1071.03
1333,2019,3,10,14,1880,136,1,Low,3,2087.07,2321.01
1333,2020,3,10,10,1794,4,5,Moderate,5,2802.72,3000.0
1333,2021,3,12,14,2022,81,7,High,4,2215.99,2645.86
1333,2022,1,10,10,1937,82,19,High,2,594.74,1000.0
1333,2023,1,10,14,1489,236,9,High,2,510.88,912.09
1334,2021,2,10,13,1810,262,17,High,5,1288.29,1591.1
1334,2022,2,10,10,2004,284,11,Low,5,1008.48,2000.0
1334,2023,2,10,13,1707,129,11,Low,4,1230.89,1897.93
1335,2020,1,10,11,2245,27,18,High,3,809.07,973.35
1335,2021,4,11,12,1957,255,15,High,5,2889.59,3884.0
1335,2022,3,11,11,1714,174,11,Moderate,5,2300.63,3178.79
1335,2023,1,12,15,1852,277,1,Moderate,4,604.04,1109.05
1336,2019,3,10,10,1726,19,8,Moderate,5,2954.99,3000.0
1336,2020,1,12,15,1810,219,3,Moderate,3,630.75,1135.61
1336,2021,5,11,12,2320,291,10,Low,4,3633.39,4817.7
1336,2022,1,11,13,2183,279,15,Moderate,4,676.11,848.44
1336,2023,3,10,13,1982,108,17,Low,4,1876.61,2738.4
1337,2018,3,10,10,1935,115,2,Low,2,2185.81,3000.0
1337,2019,2,12,14,1950,24,19,Moderate,3,1704.43,2371.86
1337,2020,2,10,11,1726,95,6,High,4,1655.15,1976.86
1337,2021,1,10,10,1651,33,10,Moderate,4,776.6,1000.0
1337,2022,3,10,15,2066,217,10,Moderate,4,1808.35,2655.37
1337,2023,3,10,11,2171,95,11,Moderate,5,2499.35,2973.36
1338,2018,2,12,15,1893,255,3,Moderate,3,1329.0,1947.34
1338,2019,1,11,14,1959,277,8,High,5,647.83,909.86
1338,2020,4,12,13,1742,45,1,High,5,2967.68,4570.92
1338,2021,1,11,15,1752,216,7,Moderate,4,588.99,925.3
1338,2022,3,10,13,1856,69,8,Moderate,3,1620.29,2454.67
1338,2023,3,12,12,2136,174,11,Low,2,2661.2,3212.73
1339,2021,5,10,10,2245,300,14,High,3,3978.95,5000.0
1339,2022,1,10,13,1723,91,6,Moderate,1,720.95,834.81
1339,2023,2,10,10,2058,213,11,Moderate,2,1774.36,2000.0
1340,2018,2,12,14,1798,1,5,Low,2,1215.8,1752.22
1340,2019,1,10,14,2154,42,18,Moderate,1,573.26,807.03
1340,2020,1,10,12,1826,197,9,Low,1,716.77,953.8
1340,2021,2,12,14,1786,186,4,High,4,1334.19,1760.0
1341,2019,2,11,11,1568,88,9,Moderate,5,1575.59,2092.49
1341,2020,2,10,12,2216,269,15,Low,4,1328.25,1761.48
1341,2021,4,10,10,2118,169,13,Moderate,5,2004.58,4000.0
1341,2022,4,10,13,2141,3,17,Moderate,4,2485.0,3112.31
1341,2023,1,10,10,1703,90,18,High,1,785.45,1000.0
1342,2020,1,10,11,2156,116,15,Moderate,4,885.82,977.64
1342,2021,1,11,14,1695,63,20,Moderate,4,612.11,1068.32
1342,2022,2,11,14,2187,269,14,Moderate,5,1387.17,1925.34
1342,2023,2,10,15,2299,245,16,Low,3,1317.62,1337.83
1343,2020,3,12,13,1841,298,7,High,2,2737.98,3524.9
1343,2021,4,10,14,1688,49,5,High,5,2610.26,3704.42
1343,2022,2,12,15,2071,266,12,Moderate,5,1409.01,2023.77
1344,2021,4,10,11,2290,240,1,Moderate,5,3587.33,3665.29
1344,2022,4,12,13,2000,67,4,High,3,2773.17,4522.97
1344,2023,1,10,11,2376,295,4,Moderate,4,610.0,975.14
1345,2022,3,10,10,2052,49,10,High,3,2621.35,3000.0
1345,2023,4,11,12,1990,241,20,Moderate,4,2702.41,3928.31
1346,2018,2,10,10,1771,147,15,High,2,1462.01,2000.0
1346,2019,4,11,13,1844,226,4,Moderate,4,2932.58,3563.2
1346,2020,4,10,10,2261,98,12,Moderate,5,3824.74,4000.0
1346,2021,1,11,14,1819,76,2,High,5,557.58,1063.92
1346,2022,2,12,15,1851,94,16,High,5,1337.69,1785.34
1346,2023,1,11,12,2098,63,15,High,1,881.99,953.12
1347,2022,2,10,14,1901,287,17,High,2,1307.36,1522.78
1347,2023,4,10,10,1711,25,16,Moderate,5,2326.73,4000.0
1348,2021,4,11,15,1700,256,18,Moderate,3,2905.99,3824.28
1348,2022,4,11,15,1545,191,4,Moderate,3,2520.34,3453.65
1348,2023,3,11,15,1634,162,14,High,5,2160.17,2904.23
1349,2021,2,10,10,1791,175,20,Moderate,5,1517.08,2000.0
1349,2022,4,10,11,2288,138,14,Low,4,2225.9,3918.45
1349,2023,1,12,15,2102,271,9,High,2,628.71,862.23
1350,2022,1,11,13,2173,78,6,High,5,690.73,869.49
1350,2023,5,11,11,2101,236,10,Moderate,3,4891.85,5000.0
1351,2020,5,11,15,2304,56,12,High,5,3328.35,3763.86
1351,2021,3,10,14,2354,191,16,High,3,1792.48,2389.34
1351,2022,3,11,11,2219,244,18,Low,4,2735.57,3200.91
1351,2023,1,11,11,2024,2,9,High,2,924.41,1088.45
1352,2020,1,11,11,1624,168,4,High,3,804.27,1054.6
1352,2021,3,12,14,2233,161,6,Low,4,2457.41,3565.94
1352,2022,1,11,14,1596,53,13,High,1,745.26,879.74
1352,2023,5,12,13,2134,257,9,Moderate,4,3319.16,4982.97
1353,2019,1,10,10,1933,299,3,High,4,502.93,1000.0
1353,2020,4,10,11,1946,106,17,High,3,2645.09,3704.36
1354,2019,1,11,13,2016,71,17,High,5,832.74,1047.26
1354,2020,1,12,14,2225,67,18,Moderate,1,856.47,1102.53
1354,2021,5,12,12,1738,36,2,Moderate,4,4225.72,5000.0
1354,2022,1,11,11,1794,31,20,Moderate,4,555.58,1033.63
1354,2023,3,12,12,2162,22,8,High,3,2492.8,3462.16
1355,2020,2,11,15,2224,191,10,High,4,1395.51,1980.83
1355,2021,2,10,10,2068,186,3,High,5,1923.1,2000.0
1355,2022,1,10,11,2085,270,17,Moderate,4,824.72,911.38
1355,2023,1,12,12,1813,33,17,Low,5,821.0,1122.35
1356,2018,2,10,15,1864,128,18,High,5,1194.84,1901.62
1356,2019,2,10,13,1623,147,14,Low,2,1402.01,1588.97
1356,2020,5,12,13,1922,59,1,Moderate,5,3332.9,4737.43
1356,2021,2,10,12,1824,236,5,Low,2,1268.8,1795.53
1356,2022,2,11,14,1931,206,2,High,5,1188.31,1864.39
1356,2023,5,10,11,2243,158,6,High,5,4243.51,4713.67
1357,2018,1,10,13,1764,261,12,Low,1,681.57,955.13
1357,2019,4,11,14,1925,232,3,Moderate,3,2687.15,3354.3
1357,2020,4,10,13,2189,95,12,Low,5,2536.76,3929.71
1357,2021,1,10,14,1985,206,11,High,2,558.35,824.84
1357,2022,2,12,14,2181,262,11,Low,4,1587.13,1980.92
1357,2023,1,11,12,1766,141,11,Moderate,5,785.53,1043.41
1358,2020,1,10,10,2249,21,12,High,1,582.26,1000.0
1358,2021,2,10,10,1767,19,18,Moderate,4,1691.54,2000.0
1358,2022,3,11,12,1897,179,12,High,4,2084.23,2807.24
1358,2023,2,10,14,1953,261,7,High,4,1244.88,1634.51
1359,2022,4,12,12,2131,118,11,High,4,3917.42,4257.53
1359,2023,2,12,13,2091,261,20,Moderate,5,1448.93,2355.03
1360,2018,3,10,11,2242,4,17,Moderate,3,1730.22,2857.36
1360,2019,2,11,12,1726,5,13,High,4,1763.79,2183.15
1360,2020,1,10,10,1995,197,8,Low,5,641.45,1000.0
1360,2021,2,11,11,2066,235,16,High,3,1996.52,2024.9
1360,2022,4,11,11,1882,121,11,Moderate,5,3919.43,4261.57
1360,2023,1,12,13,2049,137,13,High,5,874.72,1148.85
1361,2018,3,10,10,1848,131,1,Moderate,3,2276.45,3000.0
1361,2019,1,11,11,2051,290,15,Moderate,5,962.98,1051.94
1361,2020,3,10,12,1545,63,13,Moderate,2,1990.01,2567.17
1361,2021,5,10,10,2014,285,12,Low,5,3778.09,5000.0
1361,2022,1,10,12,1764,70,20,High,5,680.88,910.61
1361,2023,1,10,10,1862,254,6,High,1,842.51,1000.0
1362,2020,4,10,14,2004,62,8,Moderate,4,2551.25,3651.33
1362,2021,1,10,15,1744,146,19,Low,3,516.56,972.23
1362,2022,1,11,13,1783,238,3,Moderate,2,750.72,937.33
1362,2023,2,10,13,1877,90,2,Low,5,1196.36,1759.72
1363,2020,4,11,12,2020,126,20,Moderate,5,2327.35,3983.39
1363,2021,3,10,14,1808,255,14,Moderate,4,2069.67,2788.0
1363,2022,4,10,11,1926,286,19,Moderate,5,2401.59,3802.08
1363,2023,1,10,13,2103,60,15,Moderate,1,567.08,906.12
1364,2018,1,12,15,2113,70,10,Low,4,791.18,840.06
1364,2019,2,11,14,2079,30,3,High,3,1123.56,1914.65
1364,2020,4,12,15,1825,0,1,High,5,2943.88,3772.32
1364,2021,3,11,13,1611,241,5,High,2,2297.99,2930.78
1364,2022,2,10,11,1776,169,3,Moderate,5,1806.48,1996.8
1364,2023,3,12,15,2220,300,20,High,2,2150.32,2421.39
1365,2019,4,12,15,2187,31,7,Low,5,2842.12,3771.56
1365,2020,1,10,11,1996,8,12,High,1,634.99,986.02
1365,2021,3,11,15,2234,55,2,High,4,2187.66,2750.21
1365,2022,4,10,10,2133,230,8,Low,5,2904.09,4000.0
1365,2023,2,11,12,2228,49,12,High,4,1744.36,2058.5
1366,2021,3,11,15,2316,92,2,High,4,1951.95,3105.95
1366,2022,1,10,10,1951,39,4,High,2,937.48,1000.0
1366,2023,1,12,15,1612,266,20,Low,5,612.19,889.78
1367,2021,3,11,15,2010,198,17,Moderate,2,2137.09,2790.71
1367,2022,3,11,11,1838,152,2,Low,4,2531.15,3061.33
1367,2023,4,11,11,1625,80,4,Low,5,3109.0,4382.83
1368,2020,4,10,10,2314,96,16,High,3,2866.82,4000.0
1368,2021,4,10,13,1750,134,15,Low,4,2469.23,3937.55
1368,2022,2,10,10,2259,195,8,Moderate,5,1680.58,2000.0
1368,2023,1,10,13,1694,117,2,Low,1,525.67,840.92
1369,2021,3,11,11,2343,290,7,High,3,2944.36,3277.5
1369,2022,2,12,15,1704,43,6,High,4,1330.9,2098.6
1369,2023,1,11,11,1937,164,15,Moderate,4,897.22,1089.88
1370,2021,2,11,14,2001,207,2,Low,4,1284.55,1584.97
1370,2022,5,11,13,2174,45,9,Low,3,2955.44,4388.56
1370,2023,4,12,13,2205,179,1,Moderate,5,3669.85,3881.83
1371,2018,1,12,12,1653,97,7,Moderate,3,672.43,1000.01
1371,2019,1,11,12,2116,80,15,Low,1,910.69,1062.53
1371,2020,4,10,11,1475,207,8,High,5,2505.34,3986.33
1372,2021,3,10,10,1978,53,5,Low,4,1969.8,3000.0
1372,2022,1,10,14,1822,289,5,Low,1,630.57,838.84
1372,2023,2,10,10,2141,181,6,Moderate,2,1607.53,2000.0
1373,2019,4,10,12,2148,17,20,Moderate,5,2053.1,3752.16
1373,2020,3,10,15,2177,160,20,Low,2,1635.66,2222.28
1373,2021,4,12,12,1998,168,10,Moderate,5,3608.05,4429.31
1373,2022,4,12,13,1840,194,8,High,5,3139.88,3880.44
1373,2023,2,10,15,1641,191,13,High,2,1133.29,1923.11
1374,2021,2,10,10,2144,152,8,Moderate,5,1464.98,2000.0
1374,2022,5,12,13,1830,114,12,Low,5,4343.7,4719.48
1374,2023,3,10,14,1978,220,10,Moderate,2,2072.9,2713.04
1375,2021,5,10,11,1819,45,13,Low,4,3393.41,4693.99
1375,2022,4,10,11,1878,66,18,Low,5,2276.63,3887.03
1375,2023,1,12,13,1921,269,8,Low,4,816.19,1096.17
1376,2020,4,10,11,1838,244,7,Low,4,2941.94,3975.22
1376,2021,1,11,15,1568,214,19,High,1,588.2,1064.22
1376,2022,2,12,13,1709,128,4,High,3,1226.09,2343.5
1376,2023,1,12,14,1758,149,20,High,4,639.38,1087.01
1377,2020,2,10,10,2024,126,17,Low,5,1396.95,2000.0
1377,2021,3,11,12,2149,288,15,High,5,1765.27,3228.39
1377,2022,1,10,14,1928,164,14,Low,2,628.92,885.41
1377,2023,3,11,12,1689,59,17,High,5,2237.66,3057.15
1378,2019,4,12,13,1603,230,12,Moderate,5,2844.09,4788.29
1378,2020,2,10,10,1978,24,18,Low,3,1833.5,2000.0
